time_ms,action,a,b,c
0,STATE,0,0,
218,STATE,1,202,
778,STATE,1,201,
1000,STATE,0,0,
1221,STATE,1,202,
1791,STATE,1,204,
2000,STATE,0,0,
2277,STATE,1,202,
2749,STATE,1,201,
3000,STATE,0,0,
3279,STATE,1,201,
3772,STATE,1,202,
4000,STATE,0,0,
4205,STATE,1,204,
4767,STATE,1,205,
5000,STATE,0,0,
5279,STATE,1,207,
5766,STATE,1,205,
6000,STATE,0,0,
6294,STATE,1,208,
6748,STATE,1,208,
7000,STATE,0,0,
7229,STATE,1,209,
7716,STATE,1,206,
8000,STATE,0,0,
8206,STATE,1,208,
8723,STATE,1,209,
9000,STATE,0,0,
9273,STATE,1,209,
9764,STATE,1,212,
10000,STATE,0,1,
10000,RAISE,1,1000,17000
10228,STATE,1,214,
10767,STATE,1,215,
11000,STATE,0,1,
11218,STATE,1,215,
11779,STATE,1,215,
12000,STATE,0,0,
12000,CLEAR,1,1000,17000
12280,STATE,1,215,
12785,STATE,1,212,
13000,STATE,0,0,
13231,STATE,1,213,
13711,STATE,1,216,
14000,STATE,0,0,
14242,STATE,1,216,
14788,STATE,1,214,
15000,STATE,0,0,
15265,STATE,1,214,
15795,STATE,1,215,
16000,STATE,0,0,
16255,STATE,1,218,
16750,STATE,1,216,
17000,STATE,0,0,
17221,STATE,1,215,
17726,STATE,1,212,
18000,STATE,0,0,
18275,STATE,1,210,
18780,STATE,1,209,
19000,STATE,0,0,
19255,STATE,1,207,
19771,STATE,1,208,
20000,STATE,0,0,
20256,STATE,1,210,
20798,STATE,1,209,
21000,STATE,0,0,
21240,STATE,1,211,
21795,STATE,1,211,
22000,STATE,0,0,
22281,STATE,1,212,
22757,STATE,1,215,
23000,STATE,0,0,
23280,STATE,1,218,
23765,STATE,1,220,
24000,STATE,0,0,
24226,STATE,1,220,
24731,STATE,1,222,
25000,STATE,0,0,
25226,STATE,1,223,
25775,STATE,1,224,
26000,STATE,0,0,
26279,STATE,1,222,
26768,STATE,1,225,
27000,STATE,0,0,
27247,STATE,1,226,
27706,STATE,1,226,
28000,STATE,0,0,
28215,STATE,1,226,
28722,STATE,1,225,
29000,STATE,0,0,
29209,STATE,1,228,
29766,STATE,1,228,
