time_ms,action,a,b,c
0,STATE,0,0,
20,STATE,2,0,
22,STATE,1,0,
46,STATE,3,0,
47,STATE,4,0,
66,STATE,6,0,
68,STATE,5,0,
80,STATE,7,0,
96,STATE,0,1,
106,STATE,1,1,
127,STATE,2,1,
128,STATE,3,1,
151,STATE,4,1,
152,STATE,5,1,
170,STATE,6,1,
193,STATE,7,1,
197,STATE,0,2,
221,STATE,1,2,
232,STATE,2,2,
240,STATE,3,2,
241,STATE,4,2,
270,STATE,5,2,
283,STATE,7,2,
284,STATE,6,2,
302,STATE,0,3,
303,STATE,1,3,
330,STATE,2,3,
341,STATE,3,3,
343,STATE,4,3,
357,STATE,5,3,
377,STATE,7,3,
382,STATE,6,3,
400,STATE,0,4,
411,STATE,1,4,
434,STATE,2,4,
437,STATE,3,4,
445,STATE,4,4,
458,STATE,5,4,
469,STATE,6,4,
490,STATE,0,5,
491,STATE,7,4,
502,STATE,1,5,
523,STATE,2,5,
544,STATE,3,5,
549,STATE,4,5,
563,STATE,5,5,
576,STATE,6,5,
582,STATE,7,5,
594,STATE,0,6,
617,STATE,1,6,
632,STATE,2,6,
644,STATE,3,6,
652,STATE,4,6,
655,STATE,5,6,
681,STATE,6,6,
690,STATE,0,7,
696,STATE,7,6,
703,STATE,1,7,
723,STATE,2,7,
728,STATE,3,7,
748,STATE,4,7,
768,STATE,5,7,
776,STATE,6,7,
786,STATE,7,7,
795,STATE,0,8,
819,STATE,1,8,
819,STATE,2,8,
841,STATE,3,8,
854,STATE,4,8,
855,STATE,5,8,
865,STATE,6,8,
884,STATE,7,8,
893,STATE,0,9,
918,STATE,1,9,
935,STATE,2,9,
940,STATE,3,9,
952,STATE,5,9,
960,STATE,4,9,
973,STATE,6,9,
985,STATE,7,9,
994,STATE,0,10,
1008,STATE,1,10,
1026,STATE,2,10,
1028,STATE,3,10,
1053,STATE,4,10,
1068,STATE,5,10,
1074,STATE,6,10,
1084,STATE,7,10,
1093,STATE,0,11,
1110,STATE,1,11,
1115,STATE,2,11,
1136,STATE,3,11,
1157,STATE,4,11,
1159,STATE,5,11,
1171,STATE,6,11,
1186,STATE,7,11,
1192,STATE,0,12,
1220,STATE,1,12,
1222,STATE,2,12,
1232,STATE,3,12,
1244,STATE,4,12,
1255,STATE,5,12,
1274,STATE,6,12,
1283,STATE,7,12,
1305,STATE,1,13,
1310,STATE,0,13,
1330,STATE,2,13,
1338,STATE,3,13,
1359,STATE,4,13,
1368,STATE,6,13,
1371,STATE,5,13,
1396,STATE,7,13,
1400,STATE,0,14,
1403,STATE,1,14,
1418,RAISE,2,400,3000
1427,STATE,3,14,
1429,STATE,2,14,
1449,STATE,4,14,
1464,STATE,5,14,
1477,STATE,6,14,
1477,STATE,7,14,
1501,STATE,0,15,
1510,STATE,1,15,
1531,STATE,2,15,
1540,STATE,3,15,
1550,STATE,4,15,
1569,STATE,5,15,
1572,STATE,6,15,
1587,STATE,7,15,
1605,STATE,1,16,
1610,STATE,0,16,
1634,STATE,2,16,
1637,STATE,3,16,
1660,STATE,4,16,
1667,STATE,5,16,
1675,STATE,6,16,
1691,STATE,0,17,
1691,STATE,7,16,
1717,STATE,1,17,
1720,STATE,2,17,
1734,STATE,3,17,
1759,STATE,4,17,
1761,STATE,5,17,
1766,STATE,6,17,
1781,STATE,7,17,
1796,STATE,0,18,
1804,STATE,1,18,
1832,STATE,2,18,
1843,STATE,3,18,
1848,STATE,4,18,
1866,STATE,5,18,
1868,STATE,6,18,
1877,STATE,7,18,
1904,STATE,1,19,
1908,STATE,0,19,
1916,STATE,2,19,
1933,STATE,3,19,
1954,STATE,4,19,
1961,STATE,5,19,
1977,STATE,7,19,
1978,STATE,6,19,
1998,STATE,0,20,
2012,STATE,1,20,
2030,STATE,2,20,
2042,STATE,3,20,
2043,STATE,4,20,
2062,STATE,5,20,
2073,STATE,6,20,
2078,STATE,7,20,
2102,STATE,0,21,
2119,STATE,2,21,
2121,STATE,1,21,
2142,STATE,3,21,
2148,STATE,4,21,
2153,STATE,5,21,
2171,STATE,6,21,
2179,STATE,7,21,
2200,STATE,0,22,
2215,STATE,1,22,
2233,STATE,2,22,
2233,STATE,3,22,
2253,STATE,5,22,
2259,STATE,4,22,
2281,STATE,6,22,
2285,STATE,7,22,
2309,STATE,0,23,
2319,STATE,2,23,
2320,STATE,1,23,
2347,STATE,3,23,
2357,STATE,4,23,
2371,STATE,5,23,
2375,STATE,6,23,
2395,STATE,0,24,
2397,STATE,7,23,
2406,STATE,1,24,
2430,STATE,3,24,
2431,STATE,2,24,
2444,STATE,4,24,
2470,STATE,5,24,
2475,STATE,6,24,
2494,STATE,7,24,
2508,STATE,1,25,
2510,STATE,0,25,
2525,STATE,2,25,
2544,STATE,3,25,
2547,STATE,4,25,
2563,STATE,5,25,
2569,STATE,6,25,
2591,STATE,7,25,
2599,STATE,0,26,
2612,STATE,1,26,
2623,STATE,2,26,
2645,STATE,3,26,
2657,STATE,4,26,
2665,STATE,5,26,
2666,STATE,6,26,
2685,STATE,7,26,
2703,STATE,0,27,
2713,STATE,1,27,
2725,STATE,2,27,
2745,STATE,3,27,
2760,STATE,4,27,
2767,STATE,5,27,
2774,STATE,6,27,
2787,STATE,7,27,
2791,STATE,0,28,
2820,STATE,1,28,
2829,STATE,2,28,
2844,STATE,3,28,
2856,STATE,4,28,
2863,STATE,5,28,
2869,STATE,6,28,
2879,STATE,7,28,
2902,STATE,1,29,
2904,STATE,0,29,
2931,STATE,3,29,
2934,STATE,2,29,
2958,STATE,4,29,
2969,STATE,5,29,
2983,STATE,6,29,
2986,STATE,7,29,
3004,STATE,0,30,
3013,STATE,1,30,
3015,STATE,2,30,
3029,STATE,3,30,
3040,STATE,4,30,
3062,STATE,5,30,
3069,STATE,6,30,
3085,STATE,7,30,
3107,STATE,0,31,
3113,STATE,1,31,
3118,STATE,2,31,
3141,STATE,4,31,
3145,STATE,3,31,
3157,STATE,5,31,
3183,STATE,6,31,
3189,STATE,7,31,
3197,STATE,0,32,
3205,STATE,1,32,
3210,RAISE,1,400,3000
3223,STATE,2,32,
3244,STATE,3,32,
3259,STATE,4,32,
3269,STATE,5,32,
3279,STATE,6,32,
3290,STATE,7,32,
3298,STATE,0,33,
3309,STATE,1,33,
3321,STATE,2,33,
3347,STATE,3,33,
3359,STATE,4,33,
3370,STATE,6,33,
3371,STATE,5,33,
3390,STATE,7,33,
3395,STATE,0,34,
3410,STATE,1,34,
3418,STATE,2,34,
3427,STATE,3,34,
3442,STATE,4,34,
3471,STATE,5,34,
3484,STATE,6,34,
3488,STATE,7,34,
3502,STATE,1,35,
3508,STATE,0,35,
3516,STATE,2,35,
3543,STATE,4,35,
3544,STATE,3,35,
3568,STATE,5,35,
3574,STATE,6,35,
3591,STATE,0,36,
3591,STATE,7,35,
3604,STATE,1,36,
3635,STATE,2,36,
3638,STATE,3,36,
3655,STATE,4,36,
3657,STATE,5,36,
3685,STATE,6,36,
3693,STATE,0,37,
3696,STATE,7,36,
3700,CLEAR,1,400,3000
3705,STATE,1,37,
3731,STATE,2,37,
3738,STATE,3,37,
3750,STATE,4,37,
3752,STATE,5,37,
3782,STATE,6,37,
3788,STATE,7,37,
3791,STATE,0,38,
3816,STATE,1,38,
3831,STATE,3,38,
3835,STATE,2,38,
3851,STATE,4,38,
3867,STATE,5,38,
3873,STATE,6,38,
3879,STATE,7,38,
3909,STATE,0,39,
3909,STATE,1,39,
3934,STATE,2,39,
3934,STATE,3,39,
3959,STATE,4,39,
3971,STATE,5,39,
3979,STATE,6,39,
3988,STATE,7,39,
3993,STATE,0,40,
4004,STATE,1,40,
4025,STATE,2,40,
4044,STATE,3,40,
4055,STATE,4,40,
4068,STATE,5,40,
4080,STATE,6,40,
4087,STATE,7,40,
4095,STATE,0,41,
4114,STATE,1,41,
4128,STATE,3,41,
4131,STATE,2,41,
4148,STATE,4,41,
4165,STATE,5,41,
4165,STATE,6,41,
4194,STATE,7,41,
4198,STATE,0,42,
4218,STATE,1,42,
4226,STATE,2,42,
4237,STATE,3,42,
4244,STATE,4,42,
4270,STATE,5,42,
4281,STATE,7,42,
4285,STATE,6,42,
4307,STATE,0,43,
4318,STATE,1,43,
4320,STATE,2,43,
4343,STATE,3,43,
4347,RAISE,2,400,3000
4355,STATE,4,43,
4361,STATE,5,43,
4365,STATE,6,43,
4390,STATE,7,43,
4403,STATE,0,44,
4403,STATE,1,44,
4421,STATE,2,44,
4439,STATE,3,44,
4445,STATE,4,44,
4472,STATE,5,44,
4473,STATE,6,44,
4477,STATE,7,44,
4500,STATE,0,45,
4505,STATE,1,45,
4534,STATE,2,45,
4544,STATE,4,45,
4545,STATE,3,45,
4557,STATE,5,45,
4568,STATE,6,45,
4580,STATE,7,45,
4592,STATE,0,46,
4611,STATE,1,46,
4634,STATE,2,46,
4638,STATE,3,46,
4658,STATE,5,46,
4660,STATE,4,46,
4673,STATE,6,46,
4692,STATE,7,46,
4701,STATE,0,47,
4707,STATE,1,47,
4734,STATE,2,47,
4746,STATE,3,47,
4753,STATE,4,47,
4759,STATE,5,47,
4777,STATE,6,47,
4777,RAISE,2,400,3000
4783,STATE,7,47,
4809,STATE,0,48,
4821,STATE,1,48,
4827,STATE,3,48,
4828,STATE,2,48,
4844,STATE,4,48,
4859,STATE,5,48,
4869,STATE,6,48,
4886,STATE,7,48,
4907,STATE,0,49,
4920,STATE,1,49,
4922,STATE,2,49,
4938,STATE,3,49,
4947,STATE,4,49,
4961,STATE,5,49,
4981,STATE,6,49,
4985,STATE,7,49,
4996,STATE,0,50,
4999,RAISE,2,400,3000
5004,STATE,1,50,
5029,STATE,2,50,
5037,STATE,3,50,
5041,STATE,4,50,
5057,STATE,5,50,
5082,STATE,6,50,
5090,STATE,7,50,
5093,STATE,0,51,
5108,STATE,1,51,
5127,STATE,2,51,
5142,STATE,3,51,
5146,STATE,4,51,
5169,STATE,5,51,
5169,STATE,6,51,
5191,STATE,0,52,
5192,STATE,7,51,
5218,STATE,1,52,
5230,STATE,2,52,
5237,STATE,3,52,
5248,STATE,4,52,
5260,STATE,5,52,
5278,STATE,7,52,
5283,STATE,6,52,
5304,STATE,0,53,
5313,STATE,1,53,
5332,STATE,2,53,
5345,STATE,3,53,
5356,STATE,4,53,
5371,STATE,5,53,
5377,STATE,7,53,
5378,STATE,6,53,
5405,STATE,1,54,
5407,STATE,0,54,
5432,STATE,2,54,
5442,STATE,4,54,
5445,STATE,3,54,
5464,STATE,5,54,
5470,STATE,6,54,
5496,STATE,7,54,
5505,STATE,0,55,
5508,STATE,1,55,
5528,STATE,2,55,
5541,STATE,3,55,
5555,STATE,4,55,
5569,STATE,5,55,
5577,STATE,6,55,
5584,STATE,7,55,
5609,STATE,1,56,
5610,STATE,0,56,
5619,STATE,2,56,
5628,STATE,3,56,
5643,STATE,4,56,
5660,STATE,5,56,
5679,STATE,6,56,
5681,STATE,7,56,
5694,STATE,0,57,
5721,STATE,1,57,
5727,STATE,3,57,
5728,STATE,2,57,
5760,STATE,4,57,
5761,STATE,5,57,
5779,STATE,6,57,
5779,STATE,7,57,
5797,STATE,0,58,
5802,STATE,1,58,
5829,STATE,3,58,
5830,STATE,2,58,
5858,STATE,5,58,
5859,STATE,4,58,
5879,STATE,7,58,
5881,STATE,6,58,
5894,STATE,0,59,
5908,STATE,1,59,
5922,STATE,2,59,
5932,STATE,3,59,
5956,STATE,5,59,
5960,STATE,4,59,
5981,STATE,7,59,
5984,STATE,6,59,
5995,STATE,0,60,
6003,STATE,1,60,
6016,STATE,2,60,
6028,STATE,3,60,
6045,STATE,4,60,
6065,STATE,5,60,
6072,STATE,6,60,
6096,STATE,7,60,
6106,STATE,0,61,
6107,STATE,1,61,
6132,STATE,3,61,
6133,STATE,2,61,
6148,STATE,4,61,
6153,STATE,5,61,
6185,STATE,6,61,
6191,STATE,7,61,
6195,STATE,0,62,
6210,RAISE,1,400,3000
6214,STATE,1,62,
6235,STATE,2,62,
6240,STATE,3,62,
6244,STATE,4,62,
6266,STATE,5,62,
6272,STATE,6,62,
6291,STATE,0,63,
6291,STATE,7,62,
6320,STATE,1,63,
6320,STATE,2,63,
6333,STATE,3,63,
6348,STATE,4,63,
6353,STATE,5,63,
6382,STATE,7,63,
6385,STATE,6,63,
6407,STATE,0,64,
6422,STATE,1,64,
6424,STATE,2,64,
6447,STATE,3,64,
6457,STATE,4,64,
6471,STATE,5,64,
6477,STATE,6,64,
6479,STATE,7,64,
6502,STATE,0,65,
6519,STATE,1,65,
6525,STATE,2,65,
6542,STATE,3,65,
6542,STATE,4,65,
6553,STATE,5,65,
6581,STATE,6,65,
6591,STATE,0,66,
6591,STATE,7,65,
6612,STATE,1,66,
6635,STATE,2,66,
