time_ms,action,a,b,c
0,STATE,0,0,
68,STATE,1,0,
113,STATE,2,0,
205,STATE,3,0,
242,STATE,0,1,
305,STATE,1,1,
368,STATE,2,1,
424,STATE,3,1,
494,STATE,0,2,
552,STATE,1,2,
605,STATE,2,2,
687,STATE,3,2,
755,STATE,0,3,
816,STATE,1,3,
873,STATE,2,3,
932,STATE,3,3,
1001,STATE,0,4,
1063,STATE,1,4,
1143,STATE,2,4,
1173,STATE,3,4,
1230,STATE,0,5,
1326,STATE,1,5,
1384,STATE,2,5,
1428,STATE,3,5,
1488,STATE,0,6,
1553,STATE,1,6,
1616,STATE,2,6,
1704,STATE,3,6,
1731,STATE,0,7,
1807,STATE,1,7,
1868,STATE,2,7,
1957,STATE,3,7,
1990,STATE,0,8,
2047,STATE,1,8,
2109,STATE,2,8,
2178,STATE,3,8,
2236,STATE,0,9,
2303,STATE,1,9,
2390,STATE,2,9,
2448,STATE,3,9,
2489,STATE,0,10,
2555,STATE,1,10,
2623,STATE,2,10,
2698,STATE,3,10,
2737,STATE,0,11,
2806,STATE,1,11,
2866,STATE,2,11,
2922,STATE,3,11,
2984,STATE,0,12,
3057,STATE,1,12,
3105,STATE,2,12,
3169,STATE,3,12,
3251,STATE,0,13,
3329,STATE,1,13,
3373,STATE,2,13,
3431,STATE,3,13,
3503,STATE,0,14,
3547,STATE,1,14,
3639,STATE,2,14,
3702,STATE,3,14,
3733,STATE,0,15,
3804,STATE,1,15,
3894,STATE,2,15,
3933,STATE,3,15,
3992,STATE,0,16,
4082,STATE,1,16,
4107,STATE,2,16,
4199,STATE,3,16,
4267,STATE,0,17,
4295,STATE,1,17,
4364,STATE,2,17,
4453,STATE,3,17,
4496,STATE,0,18,
4566,STATE,1,18,
4631,STATE,2,18,
4678,STATE,3,18,
4755,STATE,0,19,
4824,STATE,1,19,
4862,STATE,2,19,
4947,STATE,3,19,
5000,STATE,0,20,
5000,RAISE,1,200,1000
5008,RAISE,2,200,1000
5016,RAISE,3,200,1000
5024,RAISE,4,200,1000
5032,RAISE,5,200,1000
5040,RAISE,6,200,1000
5048,RAISE,7,200,1000
5056,STATE,1,20,
5056,RAISE,8,200,1000
5064,RAISE,9,200,1000
5072,RAISE,10,200,1000
5080,RAISE,11,200,1000
5088,RAISE,12,200,1000
5096,RAISE,13,200,1000
5104,RAISE,14,200,1000
5112,RAISE,15,200,1000
5120,RAISE,16,200,1000
5128,RAISE,17,200,1000
5136,RAISE,18,200,1000
5143,STATE,2,20,
5144,RAISE,19,200,1000
