time_ms,action,a,b,c
0,STATE,0,0,
17,STATE,1,0,
17,STATE,2,0,
34,STATE,3,0,
44,STATE,4,0,
57,STATE,5,0,
72,STATE,6,0,
91,STATE,7,0,
109,STATE,0,1,
118,STATE,1,1,
130,STATE,3,1,
135,STATE,2,1,
152,STATE,4,1,
165,STATE,5,1,
178,STATE,6,1,
186,STATE,7,1,
201,STATE,0,2,
202,STATE,1,2,
233,STATE,2,2,
241,STATE,3,2,
244,STATE,4,2,
252,STATE,5,2,
278,STATE,6,2,
281,STATE,7,2,
295,STATE,0,3,
319,STATE,1,3,
323,STATE,2,3,
343,STATE,4,3,
345,STATE,3,3,
359,STATE,5,3,
373,STATE,6,3,
380,STATE,7,3,
402,STATE,1,4,
407,STATE,0,4,
425,STATE,2,4,
440,STATE,4,4,
445,STATE,3,4,
467,STATE,5,4,
469,STATE,6,4,
491,STATE,7,4,
509,STATE,0,5,
515,STATE,1,5,
519,STATE,2,5,
542,STATE,4,5,
544,STATE,3,5,
566,STATE,5,5,
581,STATE,6,5,
585,STATE,7,5,
595,STATE,0,6,
611,STATE,1,6,
621,STATE,2,6,
628,STATE,3,6,
652,STATE,4,6,
655,STATE,5,6,
685,STATE,6,6,
691,STATE,7,6,
702,STATE,0,7,
718,STATE,1,7,
729,STATE,2,7,
742,STATE,3,7,
752,STATE,4,7,
762,STATE,5,7,
766,STATE,6,7,
796,STATE,7,7,
799,STATE,0,8,
804,STATE,1,8,
823,STATE,2,8,
827,STATE,3,8,
842,STATE,4,8,
855,STATE,5,8,
874,STATE,6,8,
889,STATE,7,8,
909,STATE,0,9,
918,STATE,1,9,
926,STATE,2,9,
941,STATE,3,9,
942,STATE,4,9,
963,STATE,5,9,
981,STATE,6,9,
997,STATE,7,9,
1003,STATE,0,10,
1009,STATE,1,10,
1026,STATE,2,10,
1031,STATE,3,10,
1043,STATE,4,10,
1062,STATE,5,10,
1084,STATE,6,10,
1097,STATE,7,10,
1108,STATE,0,11,
1112,STATE,1,11,
1123,STATE,2,11,
1142,STATE,3,11,
1150,STATE,4,11,
1166,STATE,6,11,
1171,STATE,5,11,
1181,RAISE,2,400,3000
1185,STATE,7,11,
1208,STATE,0,12,
1215,STATE,1,12,
1222,STATE,2,12,
1244,STATE,3,12,
1256,STATE,4,12,
1266,STATE,5,12,
1280,STATE,6,12,
1291,STATE,0,13,
1293,STATE,7,12,
1305,STATE,1,13,
1325,STATE,2,13,
1340,STATE,3,13,
1360,STATE,4,13,
1361,STATE,5,13,
1366,STATE,6,13,
1395,STATE,7,13,
1406,STATE,0,14,
1414,STATE,1,14,
1427,STATE,2,14,
1429,STATE,3,14,
1452,STATE,4,14,
1469,STATE,5,14,
1471,STATE,6,14,
1483,STATE,7,14,
1504,STATE,1,15,
1507,STATE,0,15,
1521,STATE,2,15,
1527,STATE,3,15,
1556,STATE,4,15,
1556,STATE,5,15,
1576,STATE,6,15,
1586,STATE,7,15,
1609,STATE,0,16,
1615,STATE,1,16,
1630,STATE,3,16,
1634,STATE,2,16,
1646,STATE,4,16,
1663,STATE,5,16,
1671,STATE,6,16,
1677,STATE,7,16,
1679,RAISE,2,400,3000
1704,STATE,1,17,
1706,STATE,0,17,
1727,STATE,2,17,
1743,STATE,3,17,
1758,STATE,4,17,
1758,STATE,5,17,
1780,STATE,6,17,
1795,STATE,0,18,
1795,STATE,7,17,
1817,STATE,1,18,
1825,STATE,2,18,
1837,STATE,3,18,
1848,STATE,4,18,
1869,STATE,5,18,
1871,STATE,6,18,
1897,STATE,7,18,
1902,STATE,0,19,
1917,STATE,1,19,
1932,STATE,2,19,
1942,STATE,3,19,
1945,STATE,4,19,
1958,STATE,5,19,
1980,STATE,7,19,
1982,STATE,6,19,
2004,STATE,0,20,
2009,STATE,1,20,
2028,STATE,2,20,
2040,STATE,4,20,
2043,STATE,3,20,
2063,STATE,5,20,
2083,STATE,6,20,
2094,STATE,7,20,
2097,STATE,0,21,
2113,STATE,1,21,
2115,STATE,2,21,
2130,STATE,3,21,
2143,STATE,4,21,
2171,STATE,5,21,
2182,STATE,6,21,
2184,STATE,7,21,
2202,STATE,1,22,
2206,STATE,0,22,
2231,STATE,2,22,
2247,STATE,3,22,
2253,STATE,4,22,
2259,STATE,5,22,
2265,STATE,6,22,
2287,STATE,7,22,
2294,STATE,0,23,
2305,STATE,1,23,
2327,STATE,2,23,
2339,STATE,3,23,
2348,STATE,4,23,
2366,STATE,5,23,
2370,STATE,6,23,
2392,STATE,0,24,
2394,STATE,7,23,
2411,STATE,1,24,
2429,STATE,2,24,
2439,STATE,3,24,
2459,STATE,4,24,
2471,STATE,5,24,
2474,STATE,6,24,
2491,STATE,0,25,
2491,STATE,7,24,
2502,STATE,1,25,
2528,STATE,3,25,
2533,STATE,2,25,
2556,STATE,4,25,
2563,STATE,5,25,
2580,STATE,6,25,
2583,STATE,7,25,
2595,STATE,0,26,
2612,STATE,1,26,
2628,STATE,2,26,
2632,STATE,3,26,
2652,STATE,4,26,
2652,STATE,5,26,
2678,STATE,6,26,
2680,STATE,7,26,
2709,STATE,0,27,
2717,STATE,1,27,
2721,STATE,2,27,
2737,STATE,3,27,
2743,STATE,4,27,
2766,STATE,5,27,
2768,STATE,6,27,
2787,STATE,7,27,
2808,STATE,0,28,
2818,STATE,1,28,
2818,STATE,2,28,
2831,STATE,3,28,
2860,STATE,4,28,
2863,STATE,5,28,
2865,STATE,6,28,
2890,STATE,7,28,
2904,STATE,0,29,
2922,STATE,1,29,
2922,STATE,2,29,
2940,STATE,3,29,
2946,STATE,4,29,
2953,STATE,5,29,
2968,STATE,6,29,
2986,STATE,7,29,
3006,STATE,0,30,
3022,STATE,1,30,
3024,STATE,2,30,
3045,STATE,3,30,
3053,STATE,4,30,
3059,STATE,5,30,
3068,STATE,6,30,
3090,STATE,7,30,
3097,STATE,0,31,
3103,STATE,1,31,
3127,STATE,2,31,
3137,STATE,3,31,
3142,STATE,4,31,
3155,STATE,5,31,
3174,STATE,6,31,
3177,STATE,7,31,
3206,STATE,0,32,
3207,STATE,1,32,
3210,RAISE,1,400,3000
3218,STATE,2,32,
3236,STATE,3,32,
3252,STATE,5,32,
3253,STATE,4,32,
3265,STATE,6,32,
3281,STATE,7,32,
3306,STATE,0,33,
3308,STATE,1,33,
3330,STATE,2,33,
3335,STATE,3,33,
3341,STATE,4,33,
3349,RAISE,2,400,3000
3358,STATE,5,33,
3377,STATE,6,33,
3394,STATE,0,34,
3396,STATE,7,33,
3408,STATE,1,34,
3428,STATE,2,34,
3443,STATE,4,34,
3444,STATE,3,34,
3458,STATE,5,34,
3477,STATE,6,34,
3484,STATE,7,34,
3501,RAISE,2,400,3000
3505,STATE,0,35,
3514,STATE,1,35,
3533,STATE,3,35,
3534,STATE,2,35,
3554,STATE,4,35,
3558,STATE,5,35,
3580,STATE,6,35,
3584,STATE,7,35,
3609,STATE,0,36,
3609,STATE,1,36,
3635,STATE,2,36,
3644,STATE,3,36,
3649,STATE,4,36,
3666,STATE,5,36,
3671,STATE,6,36,
3681,STATE,7,36,
3700,CLEAR,1,400,3000
3703,STATE,0,37,
3714,STATE,1,37,
3722,STATE,2,37,
3729,STATE,3,37,
3736,RAISE,2,400,3000
3755,STATE,4,37,
3766,STATE,6,37,
3770,STATE,5,37,
3796,STATE,7,37,
3810,STATE,0,38,
3812,STATE,1,38,
3821,STATE,2,38,
3840,STATE,3,38,
3845,STATE,4,38,
3855,STATE,5,38,
3870,STATE,6,38,
3878,STATE,7,38,
3905,STATE,0,39,
3919,STATE,1,39,
3932,STATE,3,39,
3933,STATE,2,39,
3954,STATE,4,39,
3957,STATE,5,39,
3965,STATE,6,39,
3984,STATE,7,39,
3992,STATE,0,40,
4006,STATE,1,40,
4024,STATE,2,40,
4031,STATE,3,40,
4059,STATE,4,40,
4062,STATE,5,40,
4076,STATE,6,40,
4087,STATE,7,40,
4095,RAISE,2,400,3000
4097,STATE,0,41,
4118,STATE,1,41,
4129,STATE,2,41,
4141,STATE,3,41,
4154,STATE,4,41,
4168,STATE,6,41,
4169,STATE,5,41,
4186,STATE,7,41,
4202,STATE,1,42,
4209,STATE,0,42,
4229,STATE,2,42,
4246,STATE,3,42,
4254,STATE,4,42,
4257,STATE,5,42,
4268,STATE,6,42,
4279,STATE,7,42,
4292,STATE,0,43,
4304,STATE,1,43,
4332,STATE,2,43,
4347,STATE,3,43,
4348,STATE,4,43,
4355,STATE,5,43,
4368,STATE,6,43,
4390,STATE,7,43,
4400,STATE,0,44,
4418,STATE,1,44,
4428,STATE,2,44,
4445,STATE,3,44,
4456,STATE,4,44,
4470,STATE,5,44,
4474,STATE,6,44,
4488,STATE,7,44,
4502,STATE,0,45,
4518,STATE,1,45,
4521,STATE,2,45,
4530,STATE,3,45,
4557,STATE,4,45,
4562,STATE,5,45,
4581,STATE,6,45,
4593,STATE,7,45,
4596,STATE,0,46,
4611,STATE,1,46,
4628,STATE,2,46,
4643,STATE,3,46,
4647,STATE,4,46,
4670,STATE,5,46,
4678,STATE,6,46,
4678,STATE,7,46,
4706,STATE,0,47,
4721,STATE,1,47,
4721,STATE,2,47,
4740,STATE,4,47,
4744,STATE,3,47,
4764,STATE,5,47,
4771,STATE,6,47,
4788,STATE,7,47,
4803,STATE,0,48,
4803,STATE,1,48,
4834,STATE,2,48,
4834,STATE,3,48,
4843,STATE,4,48,
4852,STATE,5,48,
4872,STATE,6,48,
4883,STATE,7,48,
4909,STATE,0,49,
4917,STATE,1,49,
4928,STATE,3,49,
4929,STATE,2,49,
4942,STATE,4,49,
4953,STATE,5,49,
4965,STATE,6,49,
4991,STATE,7,49,
5003,STATE,0,50,
5014,STATE,1,50,
5022,STATE,2,50,
5031,STATE,3,50,
5048,STATE,4,50,
5056,STATE,5,50,
5079,STATE,6,50,
5096,STATE,7,50,
5102,STATE,0,51,
5113,STATE,1,51,
5126,STATE,2,51,
5132,STATE,3,51,
5150,STATE,4,51,
5171,STATE,6,51,
5172,STATE,5,51,
5189,STATE,7,51,
5194,STATE,0,52,
5215,STATE,1,52,
5231,STATE,2,52,
5237,STATE,3,52,
5245,STATE,4,52,
5267,STATE,5,52,
5275,STATE,6,52,
5282,STATE,7,52,
5295,STATE,0,53,
5303,STATE,1,53,
5317,STATE,2,53,
5339,STATE,3,53,
5352,STATE,4,53,
5358,STATE,5,53,
5379,STATE,6,53,
5390,STATE,7,53,
5401,STATE,0,54,
5402,STATE,1,54,
5425,STATE,2,54,
5444,STATE,3,54,
5448,STATE,4,54,
5458,STATE,5,54,
5469,STATE,6,54,
5488,STATE,7,54,
5496,STATE,0,55,
5517,STATE,1,55,
5529,STATE,3,55,
5532,STATE,2,55,
5545,STATE,4,55,
5561,STATE,5,55,
5571,STATE,6,55,
5592,STATE,0,56,
5596,STATE,7,55,
5613,STATE,1,56,
5631,STATE,2,56,
5645,STATE,3,56,
5645,STATE,4,56,
5662,STATE,5,56,
5676,STATE,6,56,
5678,STATE,7,56,
5708,STATE,0,57,
5721,STATE,1,57,
5723,STATE,2,57,
5734,STATE,3,57,
5740,STATE,4,57,
5760,STATE,5,57,
5783,STATE,6,57,
5795,STATE,7,57,
5797,STATE,0,58,
5819,STATE,1,58,
5823,STATE,2,58,
5837,STATE,3,58,
5842,STATE,4,58,
5868,STATE,5,58,
5880,STATE,6,58,
5897,STATE,7,58,
5910,STATE,0,59,
5913,STATE,1,59,
5915,STATE,2,59,
5935,STATE,3,59,
5945,STATE,4,59,
5966,STATE,6,59,
5968,STATE,5,59,
5978,STATE,7,59,
5999,STATE,0,60,
6010,STATE,1,60,
6023,STATE,2,60,
6039,STATE,3,60,
6051,STATE,4,60,
6056,STATE,5,60,
6080,STATE,6,60,
6084,STATE,7,60,
6103,STATE,0,61,
6111,STATE,1,61,
6127,STATE,2,61,
6136,STATE,3,61,
6160,STATE,4,61,
6164,STATE,5,61,
6173,STATE,6,61,
6188,STATE,7,61,
6194,STATE,0,62,
6210,RAISE,1,400,3000
6220,STATE,2,62,
6222,STATE,1,62,
6232,STATE,3,62,
6253,STATE,5,62,
6258,STATE,4,62,
6277,STATE,6,62,
6295,STATE,7,62,
6305,STATE,1,63,
6307,STATE,0,63,
6319,STATE,2,63,
6340,STATE,3,63,
6354,STATE,5,63,
6356,STATE,4,63,
6365,STATE,6,63,
6397,STATE,7,63,
6409,STATE,0,64,
6409,STATE,1,64,
6432,STATE,2,64,
6444,STATE,3,64,
6448,STATE,4,64,
6457,STATE,5,64,
6480,STATE,6,64,
6493,STATE,7,64,
6504,STATE,0,65,
6510,STATE,1,65,
6523,STATE,2,65,
6539,STATE,3,65,
6541,STATE,4,65,
6566,STATE,6,65,
6572,STATE,5,65,
6582,STATE,7,65,
6598,STATE,0,66,
6613,STATE,1,66,
6617,STATE,2,66,
6640,STATE,4,66,
6644,STATE,3,66,
6657,STATE,5,66,
6681,STATE,6,66,
6695,STATE,7,66,
6700,STATE,0,67,
6700,CLEAR,1,400,3000
6708,STATE,1,67,
6725,STATE,2,67,
6742,STATE,3,67,
6747,STATE,4,67,
6760,STATE,5,67,
6772,STATE,6,67,
6788,STATE,7,67,
6807,STATE,1,68,
6810,STATE,0,68,
6824,STATE,2,68,
6843,STATE,3,68,
6855,STATE,4,68,
6870,STATE,5,68,
6875,STATE,6,68,
6889,STATE,7,68,
6905,STATE,0,69,
6913,STATE,1,69,
6924,STATE,2,69,
6935,STATE,3,69,
6943,STATE,4,69,
6967,STATE,5,69,
6985,STATE,6,69,
6985,STATE,7,69,
7006,STATE,1,70,
7010,STATE,0,70,
7022,STATE,2,70,
7028,STATE,3,70,
7047,STATE,4,70,
7060,STATE,5,70,
7068,STATE,6,70,
7080,STATE,7,70,
7107,STATE,0,71,
7114,STATE,1,71,
7129,RAISE,2,400,3000
7133,STATE,2,71,
7134,STATE,3,71,
7155,STATE,4,71,
7163,STATE,5,71,
7169,STATE,6,71,
7191,STATE,7,71,
7204,STATE,0,72,
7204,STATE,1,72,
7226,STATE,2,72,
7243,STATE,3,72,
7252,STATE,5,72,
7254,STATE,4,72,
7266,STATE,6,72,
7295,STATE,7,72,
7310,STATE,0,73,
7314,STATE,1,73,
7325,STATE,2,73,
7342,STATE,3,73,
7359,STATE,4,73,
7362,STATE,5,73,
7382,STATE,6,73,
7393,STATE,7,73,
7406,STATE,0,74,
7422,STATE,1,74,
7432,STATE,2,74,
7437,STATE,3,74,
7443,STATE,4,74,
7454,STATE,5,74,
7483,STATE,6,74,
7491,STATE,7,74,
7496,STATE,0,75,
7522,STATE,1,75,
7529,STATE,2,75,
7542,STATE,3,75,
7547,STATE,4,75,
7558,STATE,5,75,
7573,STATE,6,75,
7586,STATE,7,75,
7602,STATE,0,76,
7613,STATE,1,76,
7629,STATE,2,76,
7630,STATE,3,76,
7659,STATE,4,76,
7670,STATE,5,76,
7674,STATE,6,76,
7683,STATE,7,76,
7697,STATE,0,77,
7704,RAISE,2,400,3000
7707,STATE,1,77,
7733,STATE,2,77,
7742,STATE,3,77,
7752,STATE,4,77,
7766,STATE,5,77,
7767,STATE,6,77,
7775,RAISE,2,400,3000
7793,STATE,7,77,
7796,STATE,0,78,
7809,STATE,1,78,
7835,STATE,2,78,
7840,STATE,3,78,
7846,STATE,4,78,
7855,STATE,5,78,
7873,STATE,6,78,
7893,STATE,7,78,
7909,STATE,0,79,
7915,STATE,1,79,
7927,STATE,2,79,
7936,STATE,3,79,
7942,STATE,4,79,
7962,STATE,5,79,
7981,STATE,6,79,
7994,STATE,7,79,
8008,STATE,0,80,
8013,STATE,1,80,
8016,STATE,2,80,
8037,STATE,3,80,
8051,STATE,4,80,
8068,STATE,5,80,
8070,STATE,6,80,
8081,STATE,7,80,
8107,STATE,0,81,
8107,STATE,1,81,
8126,STATE,2,81,
8146,STATE,3,81,
8151,STATE,4,81,
8166,STATE,5,81,
8182,STATE,6,81,
8190,STATE,7,81,
8209,STATE,0,82,
8211,STATE,1,82,
8215,STATE,2,82,
8246,STATE,3,82,
8252,STATE,4,82,
8257,STATE,5,82,
8282,STATE,6,82,
8286,STATE,7,82,
8295,STATE,0,83,
8313,STATE,1,83,
8318,STATE,2,83,
8332,STATE,3,83,
8349,STATE,4,83,
8354,STATE,5,83,
8372,STATE,6,83,
8394,STATE,7,83,
8407,STATE,0,84,
8419,STATE,1,84,
8433,STATE,2,84,
8445,STATE,3,84,
8453,STATE,4,84,
8461,STATE,5,84,
8476,STATE,6,84,
8488,STATE,7,84,
8501,STATE,0,85,
8514,STATE,1,85,
8528,STATE,2,85,
8532,STATE,3,85,
8540,STATE,4,85,
8561,STATE,5,85,
8581,STATE,6,85,
8593,STATE,7,85,
8606,STATE,0,86,
8616,STATE,1,86,
8622,STATE,2,86,
8643,STATE,3,86,
8644,STATE,4,86,
8661,STATE,5,86,
8671,STATE,6,86,
8689,STATE,7,86,
8691,STATE,0,87,
8712,STATE,1,87,
8735,STATE,2,87,
8737,STATE,3,87,
8750,STATE,4,87,
8770,STATE,5,87,
8784,STATE,6,87,
8786,STATE,7,87,
8802,STATE,0,88,
8806,STATE,1,88,
8831,STATE,2,88,
8838,STATE,3,88,
8850,STATE,4,88,
8852,STATE,5,88,
8885,STATE,6,88,
8889,STATE,7,88,
8893,STATE,0,89,
8918,STATE,1,89,
8934,STATE,2,89,
8936,STATE,3,89,
8942,STATE,4,89,
8962,STATE,5,89,
8972,STATE,6,89,
8997,STATE,7,89,
9002,STATE,1,90,
9005,STATE,0,90,
9027,STATE,3,90,
9030,STATE,2,90,
