slot,data_lost,data_delay_ms,ack_lost,ack_delay_ms
0,0,20,0,20
1,0,200,0,200
2,0,200,0,20
3,0,200,0,20
4,0,20,0,20
5,0,20,0,20
6,0,20,0,20
7,0,20,0,20
8,0,200,0,20
9,0,200,0,20
10,1,200,0,200
11,0,200,0,20
12,0,20,0,20
13,0,20,0,20
14,0,200,0,200
15,0,20,0,20
16,0,20,0,20
17,0,200,0,200
18,0,20,0,20
19,0,20,0,20
20,0,20,0,20
21,0,200,0,20
22,0,200,0,200
23,0,20,0,20
24,0,20,0,200
25,0,20,0,20
26,0,200,0,20
27,0,20,0,20
28,0,20,0,20
29,0,200,0,200
30,0,20,0,20
31,0,20,0,20
32,0,200,0,20
33,0,20,0,200
34,0,200,0,200
35,0,20,0,20
36,0,20,0,20
37,0,20,0,20
38,0,20,0,200
39,0,20,0,20
40,0,200,0,20
41,0,20,0,20
42,0,20,0,20
43,0,200,0,20
44,0,200,0,200
45,0,20,0,20
46,0,200,0,20
47,0,20,0,200
48,0,20,0,20
49,0,20,0,200
50,0,20,0,20
51,0,20,0,20
52,0,200,0,20
53,0,200,0,20
54,0,200,0,20
55,0,20,0,20
56,0,20,0,20
57,0,200,0,20
58,0,20,0,20
59,0,200,0,20
60,0,200,0,20
61,0,20,0,20
62,0,20,0,20
63,0,20,0,200
64,0,20,0,200
65,0,200,0,200
66,0,20,0,20
67,0,20,0,20
68,0,20,0,20
69,0,20,0,20
70,0,20,0,20
71,0,20,0,200
72,0,20,0,20
73,0,200,0,200
74,0,200,0,20
75,0,20,0,20
76,0,200,0,200
77,0,20,0,20
78,0,20,0,20
79,0,20,0,20
80,0,20,0,20
81,0,20,0,20
82,0,20,0,200
83,0,20,0,200
84,0,20,0,200
85,0,20,0,200
86,0,200,0,20
87,1,200,0,200
88,0,20,0,20
89,0,20,0,20
90,0,20,0,20
91,0,200,0,200
92,0,200,0,20
93,0,200,0,20
94,0,200,0,20
95,0,200,0,20
96,0,20,0,200
97,0,20,0,20
98,0,20,0,20
99,0,20,0,20
100,0,200,0,20
101,0,20,0,20
102,0,200,0,20
103,0,20,0,20
104,0,20,0,20
105,0,200,0,20
106,0,20,0,20
107,0,20,0,20
108,0,200,0,20
109,0,20,0,200
110,0,20,0,200
111,0,200,0,20
112,0,20,0,20
113,0,20,0,200
114,0,20,0,20
115,0,200,0,20
116,0,20,0,200
117,0,20,0,20
118,0,200,0,20
119,0,20,0,20
120,0,20,0,200
121,0,200,0,200
122,0,200,0,20
123,0,200,0,20
124,0,20,0,20
125,0,20,0,20
126,0,20,0,20
127,0,20,0,20
128,0,20,0,200
129,0,20,0,20
130,0,200,0,200
131,0,20,0,20
132,0,20,0,20
133,0,20,0,20
134,0,20,0,20
135,0,20,0,200
136,0,20,0,20
137,0,20,0,20
138,1,20,0,20
139,0,20,0,20
140,0,200,0,20
141,0,20,0,200
142,0,20,0,20
143,0,20,0,20
144,0,20,0,20
145,0,20,0,20
146,0,20,0,200
147,0,200,0,20
148,0,20,0,20
149,0,20,0,20
150,0,200,0,20
151,0,20,0,20
152,0,20,0,200
153,0,20,0,200
154,0,200,0,20
155,0,20,0,20
156,0,200,0,20
157,0,20,0,20
158,0,20,0,200
159,0,20,0,20
160,0,20,0,200
161,0,200,0,200
162,0,20,0,20
163,0,200,0,200
164,0,20,0,20
165,0,200,0,200
166,0,20,0,20
167,0,20,0,20
168,0,200,0,20
169,0,20,0,20
170,0,200,0,20
171,0,20,0,20
172,0,200,0,200
173,0,20,0,20
174,0,20,0,200
175,0,200,0,200
176,0,20,0,20
177,0,20,0,20
178,0,200,0,200
179,0,20,0,20
180,0,200,0,20
181,0,20,0,20
182,0,20,0,20
183,0,200,0,200
184,0,20,0,20
185,0,20,0,20
186,0,200,0,200
187,0,200,0,200
188,0,20,0,20
189,0,20,0,20
190,0,20,0,20
191,0,20,0,20
192,0,20,0,20
193,0,20,0,200
194,0,20,0,20
195,0,20,0,200
196,0,20,0,20
197,0,20,0,20
198,0,20,0,20
199,0,20,0,200
200,0,20,0,200
201,0,20,0,200
202,0,20,0,20
203,0,200,0,200
204,0,200,0,20
205,0,20,0,20
206,0,20,0,20
207,0,20,0,20
208,0,200,0,20
209,0,20,0,200
210,0,20,0,200
211,0,200,0,20
212,0,200,0,200
213,0,20,0,20
214,0,20,0,20
215,0,20,0,200
216,0,20,0,20
217,0,200,0,20
218,0,20,0,200
219,0,20,0,20
220,0,20,0,20
221,0,200,0,20
222,0,20,0,20
223,0,20,0,20
224,0,20,0,20
225,0,20,0,20
226,0,20,0,20
227,0,20,0,20
228,0,20,0,20
229,0,20,0,200
230,0,200,0,20
231,0,200,0,20
232,0,20,0,20
233,0,20,0,20
234,0,20,0,200
235,0,20,0,200
236,0,200,0,20
237,0,20,0,20
238,0,20,0,20
239,0,20,0,20
240,0,20,0,20
241,0,20,0,20
242,0,20,0,20
243,0,20,0,200
244,0,200,0,20
245,0,200,0,20
246,0,20,0,200
247,0,20,0,200
248,0,20,0,20
249,0,20,0,20
250,0,200,0,200
251,0,200,0,20
252,0,20,0,20
253,0,20,0,20
254,0,20,0,200
255,1,20,0,20
256,0,20,0,20
257,0,20,0,200
258,0,20,0,20
259,0,20,0,20
260,0,20,0,20
261,0,200,0,20
262,0,200,0,20
263,0,20,0,20
264,0,200,0,200
265,0,20,0,20
266,0,200,0,200
267,0,20,0,20
268,0,20,0,20
269,0,20,0,200
270,0,20,0,20
271,0,200,0,20
272,0,200,0,200
273,0,20,0,20
274,0,20,0,20
275,0,200,0,20
276,0,20,0,20
277,0,20,0,200
278,0,20,0,200
279,0,20,0,200
280,0,20,0,200
281,0,20,0,20
282,0,200,0,20
283,0,20,0,20
284,0,20,0,20
285,0,20,0,20
286,0,200,0,200
287,0,200,0,200
288,0,200,0,20
289,0,20,0,200
290,0,200,0,20
291,0,200,0,20
292,0,20,0,20
293,0,200,0,20
294,0,20,0,200
295,0,20,0,20
296,0,20,0,20
297,0,20,0,20
298,0,20,0,20
299,0,20,0,20
300,0,200,0,200
301,0,200,0,20
302,0,20,0,20
303,0,20,0,20
304,0,200,0,200
305,0,200,0,20
306,0,20,0,20
307,0,200,0,20
308,0,20,0,200
309,0,20,0,200
310,0,20,0,20
311,0,20,0,200
312,0,200,0,20
313,0,200,0,20
314,0,20,0,20
315,0,200,0,20
316,0,20,0,20
317,0,200,0,200
318,0,20,0,20
319,0,200,0,20
320,0,200,0,20
321,0,200,0,20
322,0,20,0,20
323,0,200,0,20
324,0,20,0,20
325,0,20,0,20
326,0,200,0,20
327,0,20,0,20
328,0,20,0,20
329,0,200,0,20
330,0,20,0,200
331,0,20,0,20
332,0,20,0,200
333,0,20,0,20
334,0,200,0,200
335,0,20,0,200
336,0,20,0,20
337,0,20,0,20
338,0,20,0,20
339,0,200,0,20
340,0,200,0,20
341,0,200,0,20
342,0,200,0,20
343,0,20,0,200
344,0,20,0,20
345,0,200,0,20
346,0,200,0,200
347,0,20,0,20
348,0,20,0,20
349,0,20,0,20
350,0,20,0,200
351,0,20,0,200
352,0,20,0,20
353,0,200,0,200
354,0,20,0,20
355,0,200,0,20
356,0,20,0,20
357,0,20,0,20
358,0,200,0,200
359,0,200,0,20
360,0,200,0,200
361,0,20,0,20
362,0,20,0,20
363,0,20,0,20
364,0,20,1,20
365,0,200,0,200
366,0,20,0,20
367,0,200,0,20
368,0,20,0,20
369,0,20,0,20
370,0,20,0,200
371,0,200,0,200
372,0,20,0,20
373,0,200,0,200
374,0,20,0,20
375,0,20,0,20
376,0,20,0,200
377,0,20,0,20
378,0,20,0,200
379,0,200,0,20
380,0,200,0,20
381,0,200,0,200
382,0,20,0,20
383,0,20,0,20
384,0,20,0,20
385,0,200,0,20
386,0,20,0,200
387,0,20,0,20
388,0,200,0,20
389,0,20,0,200
390,0,200,0,20
391,0,20,0,20
392,0,20,0,20
393,0,20,0,20
394,0,20,0,20
395,0,200,0,20
396,0,200,0,20
397,1,200,0,200
398,0,20,0,200
399,0,20,0,200
400,0,20,0,20
401,0,20,0,200
402,0,20,0,20
403,0,20,0,200
404,0,200,0,200
405,0,20,0,20
406,0,20,0,20
407,0,20,0,20
408,0,20,0,20
409,0,200,0,20
410,0,20,0,20
411,0,20,0,20
412,0,20,0,20
413,0,200,0,20
