slot,data_lost,data_delay_ms,ack_lost,ack_delay_ms
0,0,20,0,20
1,0,20,0,200
2,0,200,0,20
3,0,20,0,20
4,0,20,0,200
5,0,20,0,20
6,0,20,0,20
7,0,20,0,20
8,0,20,0,20
9,0,20,0,20
10,0,20,0,20
11,0,20,0,20
12,0,200,0,200
13,0,20,0,20
14,0,20,0,200
15,0,20,0,20
16,0,20,0,20
17,0,20,0,20
18,0,200,0,20
19,0,20,0,20
20,0,20,0,20
21,0,20,0,200
22,0,20,0,20
23,0,200,0,20
24,0,20,0,20
25,0,200,1,20
26,0,200,0,20
27,0,20,0,20
28,0,200,0,20
29,0,200,0,200
30,0,20,0,20
31,0,20,0,20
32,0,20,0,20
33,0,20,0,20
34,0,20,0,20
35,0,20,0,200
36,0,20,0,20
37,0,20,0,20
38,0,200,0,20
39,0,20,0,20
40,0,20,0,20
41,0,20,0,20
42,0,20,0,20
43,0,20,0,20
44,0,200,0,20
45,0,20,0,200
46,0,20,0,20
47,0,20,0,20
48,0,20,0,20
49,0,200,0,20
50,0,20,0,20
51,0,20,0,20
52,0,200,0,20
53,0,20,0,200
54,0,200,0,20
55,0,20,0,20
56,0,20,0,20
57,0,200,0,20
58,0,20,0,200
59,0,200,0,20
60,0,20,0,200
61,0,20,0,20
62,0,20,0,20
63,0,20,0,20
64,0,20,0,200
65,0,20,0,200
66,0,20,0,200
67,0,200,0,20
68,0,20,0,20
69,0,20,0,20
70,0,20,0,200
71,0,200,0,200
72,0,20,0,20
73,0,200,0,20
74,0,20,0,20
75,0,200,0,20
76,0,20,0,200
77,0,200,0,200
78,0,20,0,20
79,0,20,0,20
80,0,20,1,20
81,0,20,0,200
82,0,20,0,20
83,1,20,0,20
84,0,20,0,20
85,0,200,0,200
86,0,20,0,200
87,0,20,0,20
88,0,20,0,20
89,0,200,0,20
90,0,200,0,200
91,0,20,0,20
92,0,200,0,200
93,0,20,0,20
94,0,20,0,20
95,0,20,0,200
96,0,20,0,200
97,0,200,0,20
98,0,20,0,20
99,0,20,0,20
100,0,20,0,20
101,0,20,0,20
102,0,20,0,200
103,0,20,0,20
104,0,20,0,200
105,0,20,0,200
106,0,20,0,20
107,0,20,0,20
108,0,20,0,20
109,0,200,0,20
110,0,20,0,20
111,0,20,0,20
112,0,20,0,20
113,0,200,0,20
114,0,20,0,200
115,0,20,0,200
116,0,20,0,200
117,0,20,0,20
118,0,20,0,20
119,0,20,0,20
120,0,20,0,20
121,0,20,0,200
122,0,200,0,20
123,0,200,0,20
124,0,200,0,20
125,0,20,0,20
126,0,20,0,20
127,0,200,0,20
128,0,20,0,200
129,0,20,0,20
130,0,200,0,20
131,0,20,0,200
132,0,20,0,20
133,0,20,0,200
134,0,20,0,20
135,0,20,0,20
136,0,200,0,200
137,0,20,0,20
138,0,20,0,20
139,0,200,0,20
140,0,200,0,20
141,0,200,0,20
142,0,20,0,20
143,0,20,0,200
144,0,200,0,20
145,0,200,0,200
146,0,200,0,20
147,0,20,0,20
148,0,20,0,20
149,0,20,0,200
150,0,20,0,200
151,0,20,0,20
152,0,200,0,200
153,0,20,0,20
154,0,200,0,200
155,0,20,0,20
156,0,20,0,20
157,0,20,0,20
158,0,200,0,200
159,0,20,1,20
160,0,20,0,200
161,0,20,0,200
162,0,20,0,20
163,0,20,0,200
164,0,200,0,20
165,0,20,0,20
166,0,20,0,20
167,0,20,0,20
168,0,20,0,20
169,0,200,0,20
170,0,20,0,200
171,0,200,0,20
172,0,20,0,20
173,0,200,0,20
174,0,20,0,20
175,0,20,0,20
176,0,20,0,20
177,0,20,0,20
178,0,200,0,20
179,0,20,0,20
180,0,200,0,20
181,0,200,0,20
182,0,20,0,20
183,0,200,0,20
184,0,20,0,20
185,0,20,1,200
186,0,200,0,200
187,0,20,0,20
188,0,20,0,20
189,0,20,0,20
190,0,200,0,200
191,0,20,0,20
192,0,200,0,20
193,0,20,0,20
194,0,200,0,200
195,0,20,0,200
196,0,20,0,200
197,0,200,0,20
198,0,200,0,20
199,0,200,0,200
200,0,20,0,200
201,0,200,0,20
202,0,20,0,200
203,0,20,0,20
204,0,20,0,20
205,0,20,0,20
206,0,20,0,20
207,0,20,0,20
208,0,200,0,20
209,0,200,0,20
210,0,200,0,20
211,0,20,0,20
212,0,20,0,20
213,0,20,0,200
214,0,20,0,20
215,0,200,0,20
216,0,20,0,20
217,0,20,0,200
218,0,20,0,200
219,0,200,0,200
220,0,20,0,200
221,0,20,0,20
222,0,20,0,200
223,0,20,0,20
224,0,20,0,20
225,0,20,0,200
226,0,20,0,20
227,0,20,0,20
228,0,20,0,20
229,0,20,0,20
230,0,200,0,20
231,0,20,0,20
232,0,20,0,20
233,0,200,0,200
234,0,20,0,20
235,0,20,0,20
236,0,20,0,20
237,0,200,0,200
238,0,20,0,200
239,0,20,0,20
240,0,20,0,200
241,0,20,0,20
242,0,20,0,200
243,0,20,0,20
244,0,20,0,200
245,0,20,0,200
246,0,20,0,20
247,0,20,0,200
248,0,20,0,200
249,0,20,0,20
250,0,20,0,20
251,0,20,0,200
252,0,20,0,20
253,0,200,0,20
254,0,200,0,20
255,0,200,0,20
256,0,20,0,20
257,0,20,0,20
258,0,20,0,200
259,0,20,0,20
260,0,20,0,200
261,0,20,0,200
262,0,20,0,20
263,0,20,0,200
264,0,200,0,20
265,0,20,0,20
266,0,20,0,20
267,0,20,0,20
268,0,20,0,20
269,0,20,0,20
270,0,20,0,20
271,0,200,0,20
272,1,20,0,20
273,0,200,0,20
274,0,20,0,20
275,0,200,0,20
276,0,200,0,20
277,0,200,0,20
278,0,200,0,20
279,0,20,0,20
280,0,20,0,200
281,0,20,0,20
282,0,20,0,20
283,0,20,0,20
284,0,20,0,200
285,0,20,0,20
286,0,20,0,200
287,0,20,0,20
288,0,20,0,20
289,0,200,0,20
290,0,20,0,20
291,0,200,0,20
292,0,20,0,20
293,0,20,0,200
294,0,20,0,20
295,0,20,0,200
296,0,200,0,20
297,0,20,0,20
298,0,20,0,200
299,0,20,0,20
300,0,200,0,20
301,0,20,0,200
302,0,200,0,20
303,0,20,1,20
304,0,20,0,20
305,0,200,0,20
306,0,20,0,200
307,0,20,0,200
308,0,20,0,200
309,0,20,0,20
310,0,20,0,20
311,0,20,0,200
312,0,20,0,20
313,0,20,0,20
314,0,20,0,200
315,0,20,0,200
316,0,20,0,200
317,0,20,0,200
318,0,20,0,20
319,0,200,0,200
320,0,20,0,20
321,0,20,0,20
322,0,200,0,20
323,0,200,0,20
324,0,20,0,20
325,0,20,0,20
326,0,20,0,200
327,0,20,0,20
328,0,200,0,200
329,0,20,0,20
330,0,20,0,20
331,0,20,0,200
332,0,200,0,200
333,0,20,0,20
334,0,200,0,20
335,0,20,0,20
336,0,20,0,20
337,0,20,0,20
338,0,20,0,200
339,0,200,0,20
340,0,200,0,20
341,0,200,0,20
342,0,20,0,200
343,0,20,0,20
344,0,20,0,20
345,0,200,0,20
346,0,20,0,20
347,0,20,0,200
348,0,200,0,20
349,0,20,0,200
350,0,200,0,20
351,0,20,0,20
352,0,20,0,20
353,0,20,0,200
354,0,20,0,20
355,0,200,0,20
356,0,20,0,20
357,0,200,0,20
358,0,20,0,20
359,0,20,0,200
360,0,200,0,20
361,0,200,0,20
362,0,20,0,20
363,0,20,0,20
364,0,200,0,20
365,0,200,0,200
366,0,20,0,20
367,0,20,0,20
368,0,20,0,200
369,0,20,0,200
370,0,20,0,200
371,0,200,0,20
372,0,200,0,200
373,0,20,0,20
374,0,200,0,200
375,0,200,0,20
376,0,20,0,200
377,0,20,0,20
378,0,20,0,200
379,0,20,0,200
380,0,20,0,20
381,0,20,0,20
382,0,20,0,20
383,1,20,0,20
384,0,200,0,20
385,0,20,0,20
386,0,200,0,20
387,0,200,0,200
388,0,20,0,20
389,0,20,0,20
390,0,20,0,20
391,0,20,0,20
392,0,20,0,200
393,0,20,0,20
394,0,20,0,20
395,0,20,0,20
396,0,200,0,200
397,0,200,0,20
398,0,20,0,200
399,0,20,0,20
400,0,200,0,20
401,0,200,0,200
402,0,20,0,20
403,0,200,0,20
404,0,200,0,20
405,0,20,0,20
406,0,200,0,20
407,0,200,0,20
408,0,20,0,20
409,0,20,0,20
410,0,20,0,20
411,0,20,0,200
412,0,20,0,200
413,0,20,0,20
414,0,20,0,20
415,0,20,0,200
416,1,20,0,20
417,0,20,0,200
418,0,20,0,20
419,0,200,0,20
420,0,200,0,20
421,0,200,0,200
422,0,20,0,20
423,0,20,0,20
424,0,200,0,20
425,0,20,0,200
426,0,20,0,20
427,0,20,0,200
428,0,20,0,200
429,0,200,0,20
430,0,200,0,20
431,0,20,0,20
432,0,20,0,20
433,0,20,0,200
434,0,20,0,200
435,0,20,0,200
436,0,20,0,200
437,0,20,0,20
438,0,20,0,20
439,0,20,0,20
440,0,20,0,200
441,0,20,0,20
442,0,20,0,200
443,0,20,0,200
444,0,200,0,20
445,0,20,0,20
446,0,20,0,20
447,0,200,0,20
448,0,20,0,20
449,0,20,0,20
450,0,200,0,20
451,0,200,0,200
452,0,20,0,20
453,0,20,0,20
454,0,20,0,20
455,0,20,0,200
456,0,20,0,20
457,0,20,0,200
458,0,20,0,200
459,0,20,0,20
460,0,20,0,20
461,0,20,0,200
462,0,200,0,20
463,0,200,0,20
464,0,20,0,20
465,0,200,0,20
466,0,20,0,20
467,0,20,0,20
468,0,20,0,200
469,0,200,0,20
470,0,20,0,20
471,0,20,0,200
472,0,200,0,200
473,0,200,0,200
474,0,20,0,20
475,0,20,0,20
476,0,20,0,20
477,0,200,0,20
478,0,20,0,20
479,0,20,0,20
480,0,20,0,200
481,0,20,0,20
482,0,20,0,200
483,0,200,0,20
484,0,20,0,20
485,0,20,0,20
486,0,200,0,200
487,0,200,0,20
488,0,20,0,20
489,0,20,0,20
490,0,20,0,200
491,0,20,0,20
492,0,200,0,20
493,0,20,0,200
494,0,20,0,200
495,0,20,0,200
496,0,200,0,20
497,0,20,0,20
498,0,200,0,20
499,0,200,1,20
500,0,20,0,20
501,0,20,0,20
502,0,20,0,20
503,0,200,0,20
504,0,20,0,20
505,0,200,0,200
506,0,20,0,200
507,0,200,0,20
508,0,20,0,20
509,0,200,0,20
510,0,20,1,20
511,0,20,0,20
512,0,20,0,20
513,0,200,0,20
514,0,200,0,20
515,0,20,0,20
516,0,20,0,200
517,0,20,0,20
518,0,200,0,20
519,0,200,0,200
520,0,200,0,20
521,0,20,0,200
522,0,200,0,20
523,0,20,0,20
524,0,20,0,20
525,0,20,0,200
526,0,20,0,20
527,0,20,0,200
528,0,200,0,20
529,0,20,0,200
530,0,20,0,20
531,0,20,0,20
532,0,20,0,20
533,0,200,0,20
534,0,20,0,200
535,0,200,0,20
536,0,20,0,20
537,0,20,0,200
538,0,20,0,20
539,0,20,0,20
540,0,20,0,20
541,0,20,0,20
542,0,20,0,200
543,0,20,0,20
544,0,200,0,20
545,0,20,0,20
546,0,20,0,200
547,0,200,0,20
548,0,20,0,20
549,0,20,0,200
550,0,20,0,20
551,0,200,0,200
552,0,20,0,20
553,0,200,0,20
554,0,20,0,200
555,0,20,0,200
556,0,200,0,200
557,0,200,0,20
558,0,20,0,20
559,0,20,0,20
560,0,20,0,20
561,0,20,0,20
562,0,200,0,20
563,0,20,0,20
564,0,20,0,20
565,0,200,0,20
566,0,20,0,200
567,0,200,1,20
568,0,20,0,20
569,0,20,0,200
570,0,20,0,20
571,0,20,0,20
572,0,20,0,20
573,0,20,0,20
574,0,20,0,20
575,0,200,0,20
576,0,20,0,20
577,0,20,0,20
578,0,20,0,200
579,0,20,0,200
580,0,20,0,200
581,0,20,1,20
582,0,200,0,20
583,0,200,0,20
584,0,200,0,20
585,0,20,1,20
586,0,20,0,20
587,0,20,0,20
588,0,20,0,20
589,0,20,0,20
590,0,20,0,200
591,0,20,0,200
592,0,20,0,20
593,0,20,0,20
594,0,20,0,200
595,0,20,0,20
596,0,20,0,20
597,0,200,0,200
598,0,200,0,20
599,0,20,0,20
600,0,20,0,20
601,0,20,0,20
602,0,20,0,20
603,0,200,0,200
604,0,20,0,20
605,0,200,0,20
606,0,20,0,200
607,0,20,0,200
608,0,20,0,200
609,0,200,0,20
610,0,20,0,200
611,0,20,0,20
612,0,20,0,20
613,0,20,0,200
614,0,20,0,20
615,0,20,0,20
616,0,200,0,20
617,0,20,0,20
618,0,20,0,20
619,0,200,0,200
620,0,200,0,20
621,0,200,0,20
622,0,20,0,20
623,0,200,0,200
624,0,20,0,200
625,0,200,0,200
626,0,20,0,20
627,0,200,0,200
628,0,20,0,200
629,0,200,0,200
630,0,20,0,20
631,0,20,0,200
632,0,200,0,200
633,0,20,0,20
634,0,20,0,200
635,0,20,0,20
636,0,200,0,20
637,0,200,0,20
638,0,20,0,20
639,0,200,0,20
640,0,20,0,20
641,0,20,0,20
642,0,20,0,200
643,0,200,0,20
644,0,20,0,20
645,0,20,0,20
646,0,20,1,20
647,0,20,0,200
648,0,20,0,20
649,0,200,0,20
650,0,200,0,200
651,0,20,0,20
652,0,200,0,20
653,0,20,0,20
654,0,20,0,20
655,0,20,0,20
656,0,20,0,20
657,0,20,1,200
658,0,20,0,200
659,0,200,0,20
660,0,20,0,20
661,0,200,0,20
662,0,200,0,200
663,0,20,0,20
664,0,20,0,200
665,0,20,0,20
666,0,20,0,20
667,0,200,0,20
668,0,200,0,200
669,0,200,0,20
670,0,200,0,20
671,0,20,0,20
672,0,200,0,20
673,0,20,0,200
674,0,20,0,20
675,0,200,0,20
676,0,200,0,20
677,0,20,0,20
678,0,20,0,200
679,0,20,0,20
680,0,20,0,20
681,0,20,0,200
682,0,200,0,20
683,0,20,0,20
684,0,20,0,20
685,0,200,0,20
686,0,200,0,20
687,0,20,0,20
688,0,200,1,20
689,0,20,0,20
690,0,20,0,200
691,0,20,0,20
692,0,200,0,20
693,0,200,0,20
694,0,200,0,20
695,0,20,0,200
696,0,20,0,200
697,0,20,0,200
698,0,20,0,20
699,0,20,0,200
700,0,200,0,20
701,0,200,0,20
702,0,20,0,20
703,0,20,0,20
704,0,200,0,20
705,0,20,0,200
706,0,20,0,20
707,0,20,1,200
708,0,200,0,20
709,0,200,0,200
710,0,20,0,20
711,0,20,0,20
712,0,200,0,200
713,0,20,0,20
714,0,20,0,20
715,0,200,0,20
716,0,20,0,20
717,0,200,0,200
718,0,20,0,200
719,0,20,0,20
720,0,200,0,20
721,0,20,0,20
722,0,20,0,20
723,0,20,0,20
724,0,200,0,20
725,0,20,0,20
726,0,20,0,20
727,0,200,0,20
728,0,200,0,20
729,0,20,0,200
730,0,20,0,20
731,0,20,0,20
732,0,20,0,200
733,0,20,0,20
734,0,20,0,20
735,0,20,0,20
736,0,20,0,20
737,0,200,1,20
738,0,20,0,20
739,0,20,0,200
740,0,20,0,20
741,0,20,0,20
742,0,20,0,20
743,0,200,0,200
744,0,20,0,200
745,0,20,0,20
746,0,20,0,200
747,0,200,0,20
748,0,20,0,200
749,0,20,0,20
750,0,200,0,20
751,0,20,0,20
752,0,20,0,20
753,0,20,0,20
754,0,20,0,200
755,0,200,0,200
756,0,20,0,20
757,0,20,0,200
758,0,20,0,20
759,0,20,0,20
760,0,20,0,20
761,0,200,0,20
762,0,20,0,20
763,0,20,0,200
764,0,20,0,20
765,0,20,0,20
766,0,20,0,200
767,0,20,0,20
768,0,200,0,20
769,0,20,0,200
770,1,20,0,20
771,0,20,0,200
772,0,20,0,20
773,0,200,0,20
774,0,20,0,20
775,0,20,0,200
776,0,20,0,20
777,0,20,0,20
778,0,20,0,20
779,0,200,0,200
780,0,20,0,20
781,0,200,0,200
782,0,200,0,20
783,0,20,0,200
784,0,20,0,200
785,0,200,0,20
786,0,20,0,20
787,0,20,0,20
788,0,20,0,20
789,0,20,0,20
790,0,20,0,20
791,0,20,0,20
792,0,20,0,20
793,0,20,0,20
794,0,200,0,20
795,0,20,0,200
796,0,20,0,20
797,1,20,0,200
798,0,20,0,20
799,0,20,0,20
800,0,20,0,20
801,0,200,0,20
802,0,20,0,20
803,0,20,0,20
804,0,20,0,20
805,0,200,0,20
806,0,200,0,200
807,0,20,0,200
808,0,20,0,20
809,0,20,0,20
810,0,20,0,20
811,0,20,0,20
812,0,20,0,20
813,0,20,0,20
814,0,20,0,20
815,0,20,0,20
816,0,20,0,20
817,0,200,0,20
818,0,20,0,20
819,0,20,0,200
820,0,20,0,20
821,0,20,0,20
822,0,200,0,200
823,0,200,0,200
824,0,20,0,20
825,0,20,0,200
826,0,200,0,20
827,0,20,0,20
828,0,200,0,20
829,0,20,0,200
830,0,20,0,200
831,0,20,0,200
832,0,20,0,20
833,0,200,0,200
834,0,20,0,20
835,0,20,0,20
836,0,200,0,20
837,0,200,0,200
838,0,200,0,200
839,0,200,0,200
840,0,20,0,200
841,0,20,0,20
842,0,20,0,20
843,0,20,0,200
844,0,20,0,20
845,0,20,0,20
846,0,20,0,20
847,0,20,0,200
848,0,200,0,20
849,0,20,0,200
850,0,20,0,20
851,0,20,0,20
852,0,200,0,20
853,0,20,0,20
854,0,20,0,20
855,0,20,0,20
856,0,20,0,200
857,0,20,0,20
858,0,20,0,200
859,0,20,0,20
860,0,20,0,20
861,0,200,0,20
862,0,20,0,20
863,0,20,0,20
864,0,20,0,20
865,0,20,0,20
866,0,20,0,200
867,0,20,0,200
868,0,200,0,20
869,0,20,0,20
870,0,200,0,200
871,0,20,0,20
872,0,20,0,200
873,0,200,0,20
874,0,20,0,200
875,0,200,0,200
876,0,20,0,200
877,0,20,0,20
878,0,200,0,200
879,0,200,0,20
880,0,200,0,20
881,0,200,0,20
882,0,200,0,200
883,0,20,0,20
884,0,200,0,20
885,0,200,0,20
886,0,20,0,20
887,0,20,0,20
888,0,200,0,20
889,0,200,0,20
890,0,20,0,20
891,0,20,0,200
892,0,20,0,20
893,0,20,0,20
894,0,20,0,20
895,0,20,0,20
896,0,20,0,200
897,0,20,0,200
898,0,20,0,20
899,0,200,0,20
900,0,20,0,20
901,0,200,0,20
902,0,20,0,20
903,0,20,0,20
904,0,200,0,200
905,0,20,0,20
906,0,20,0,20
907,0,20,0,20
908,0,200,0,200
909,0,200,0,20
910,0,200,0,20
911,0,200,1,20
912,0,20,0,20
913,0,200,0,20
914,0,20,0,200
915,0,20,0,200
916,0,20,0,20
917,0,200,0,200
918,0,200,0,20
919,0,200,0,20
920,0,20,0,200
921,0,20,0,20
922,0,20,0,20
923,0,200,0,200
924,0,20,0,200
925,0,20,0,20
926,0,20,0,20
927,0,20,0,20
928,0,20,0,20
929,0,200,1,20
930,0,20,0,20
931,0,20,0,200
932,0,20,0,200
933,0,20,0,200
934,0,20,0,20
935,0,20,0,20
936,0,20,0,20
937,0,200,0,200
938,0,20,0,200
939,0,20,0,20
940,0,20,0,20
941,0,200,0,200
942,0,200,0,20
943,0,20,0,20
944,0,20,0,20
945,0,20,0,20
946,0,20,0,20
947,0,20,0,200
948,0,200,0,200
949,0,200,0,20
950,0,20,0,200
951,0,20,0,20
952,0,20,0,200
953,0,20,0,20
954,0,20,0,20
955,0,20,0,20
956,0,20,0,20
957,0,20,0,20
958,0,20,0,20
959,0,20,0,200
960,0,20,0,20
961,0,200,0,200
962,0,200,0,20
963,0,20,0,200
964,0,20,0,20
965,0,200,0,20
966,0,20,1,20
967,0,200,0,20
968,0,20,0,20
969,0,20,0,20
970,0,20,0,200
971,0,20,0,200
972,0,20,0,20
973,0,200,0,20
974,0,200,0,20
975,0,200,0,20
976,0,20,0,20
977,0,20,0,20
978,0,20,0,20
979,0,20,0,20
980,0,200,0,200
981,0,20,0,200
982,0,20,0,20
983,0,200,0,20
984,0,20,0,200
985,0,20,0,20
986,0,20,0,20
987,0,200,0,20
988,0,20,0,20
989,0,20,0,20
990,0,20,0,20
991,0,20,0,200
992,0,200,0,20
993,0,20,0,20
994,0,20,0,20
995,0,20,0,20
996,0,20,0,200
997,0,200,0,200
998,0,20,0,20
999,0,200,0,20
1000,0,200,0,200
1001,0,200,0,20
1002,0,20,0,20
1003,0,20,0,20
1004,0,20,0,20
1005,0,20,0,20
1006,0,20,0,20
1007,0,20,0,20
1008,0,200,0,200
1009,0,20,0,20
1010,0,200,0,200
1011,0,200,0,20
1012,0,20,0,20
1013,0,20,0,20
1014,0,20,0,20
1015,0,200,0,20
1016,0,20,0,20
1017,0,20,0,200
1018,1,20,0,200
1019,0,20,0,200
1020,0,200,0,20
1021,0,20,0,20
1022,0,20,0,200
1023,0,200,0,200
1024,0,20,0,200
1025,0,20,0,20
1026,0,20,0,20
1027,0,20,0,20
1028,0,20,0,20
1029,0,20,0,20
1030,0,20,0,20
1031,0,20,0,20
1032,0,200,0,200
1033,0,20,0,20
1034,0,200,0,20
1035,0,20,0,20
1036,0,200,0,20
1037,0,20,0,20
1038,0,20,0,200
1039,0,20,0,20
1040,0,20,0,200
1041,0,200,0,20
