time_ms,action,a,b,c
17,STATE,0,0,
60,STATE,1,0,
103,STATE,2,0,
153,STATE,3,0,
202,STATE,0,1,
241,STATE,1,1,
309,STATE,2,1,
362,STATE,3,1,
417,STATE,0,2,
460,STATE,1,2,
490,STATE,2,2,
530,STATE,3,2,
586,STATE,0,3,
630,STATE,1,3,
704,STATE,2,3,
764,STATE,3,3,
780,STATE,0,4,
831,STATE,1,4,
907,STATE,2,4,
944,STATE,3,4,
999,STATE,0,5,
1070,STATE,1,5,
1110,STATE,2,5,
1158,STATE,3,5,
1213,STATE,0,6,
1238,STATE,1,6,
1302,STATE,2,6,
1358,STATE,3,6,
1416,STATE,0,7,
1449,STATE,1,7,
1500,STATE,2,7,
1562,STATE,3,7,
1601,STATE,0,8,
1658,STATE,1,8,
1718,STATE,2,8,
1764,STATE,3,8,
1798,STATE,0,9,
1841,STATE,1,9,
1916,STATE,2,9,
1969,STATE,3,9,
1990,STATE,0,10,
2041,STATE,1,10,
2093,STATE,2,10,
2138,STATE,3,10,
2202,STATE,0,11,
2266,STATE,1,11,
2302,STATE,2,11,
2344,STATE,3,11,
2390,STATE,0,12,
2445,STATE,1,12,
2498,STATE,2,12,
2531,STATE,3,12,
2589,STATE,0,13,
2634,STATE,1,13,
2686,STATE,2,13,
2755,STATE,3,13,
2786,STATE,0,14,
2831,STATE,1,14,
2910,STATE,2,14,
2945,STATE,3,14,
3005,STATE,0,15,
3053,STATE,1,15,
3101,STATE,2,15,
3137,STATE,3,15,
3202,STATE,0,16,
3243,STATE,1,16,
3309,STATE,2,16,
3338,STATE,3,16,
3390,STATE,0,17,
3454,STATE,1,17,
3520,STATE,2,17,
3551,STATE,3,17,
3607,STATE,0,18,
3668,STATE,1,18,
3704,STATE,2,18,
3740,STATE,3,18,
3819,STATE,0,19,
3832,STATE,1,19,
3917,STATE,2,19,
3947,STATE,3,19,
4004,STATE,0,20,
4056,STATE,1,20,
4090,STATE,2,20,
4149,STATE,3,20,
4209,STATE,0,21,
4235,STATE,1,21,
4291,STATE,2,21,
4335,STATE,3,21,
4411,STATE,0,22,
4464,STATE,1,22,
4488,STATE,2,22,
4546,STATE,3,22,
4594,STATE,0,23,
4658,STATE,1,23,
4701,STATE,2,23,
4764,STATE,3,23,
4791,STATE,0,24,
4858,STATE,1,24,
4888,STATE,2,24,
4942,STATE,3,24,
5019,STATE,0,25,
5062,STATE,1,25,
5105,STATE,2,25,
5164,STATE,3,25,
5199,STATE,0,26,
5234,STATE,1,26,
5300,STATE,2,26,
5367,STATE,3,26,
5413,STATE,0,27,
5454,STATE,1,27,
5487,STATE,2,27,
5541,STATE,3,27,
5596,STATE,0,28,
5633,STATE,1,28,
5686,STATE,2,28,
5770,STATE,3,28,
5783,STATE,0,29,
5869,STATE,1,29,
5904,STATE,2,29,
5944,STATE,3,29,
6000,STATE,0,30,
6052,STATE,1,30,
6091,STATE,2,30,
6138,STATE,3,30,
6219,STATE,0,31,
6269,STATE,1,31,
6315,STATE,2,31,
6367,STATE,3,31,
6387,STATE,0,32,
6468,STATE,1,32,
6504,STATE,2,32,
6566,STATE,3,32,
6602,STATE,0,33,
6666,STATE,1,33,
6705,STATE,2,33,
6746,STATE,3,33,
6791,STATE,0,34,
6859,STATE,1,34,
6898,STATE,2,34,
6944,STATE,3,34,
7005,STATE,0,35,
7064,STATE,1,35,
7106,STATE,2,35,
7133,STATE,3,35,
7214,STATE,0,36,
7266,STATE,1,36,
7292,STATE,2,36,
7356,STATE,3,36,
7412,STATE,0,37,
7436,STATE,1,37,
7519,STATE,2,37,
7544,STATE,3,37,
7616,STATE,0,38,
7641,STATE,1,38,
7683,STATE,2,38,
7743,STATE,3,38,
7820,STATE,0,39,
7830,STATE,1,39,
7888,STATE,2,39,
7958,STATE,3,39,
8020,STATE,0,40,
8036,STATE,1,40,
8101,STATE,2,40,
8164,STATE,3,40,
8211,STATE,0,41,
8263,STATE,1,41,
8312,STATE,2,41,
8348,STATE,3,41,
8419,STATE,0,42,
8464,STATE,1,42,
8493,STATE,2,42,
8555,STATE,3,42,
8612,STATE,0,43,
8666,STATE,1,43,
8686,STATE,2,43,
8748,STATE,3,43,
8804,STATE,0,44,
8834,STATE,1,44,
8917,STATE,2,44,
8968,STATE,3,44,
9017,STATE,0,45,
9031,STATE,1,45,
9112,STATE,2,45,
9162,STATE,3,45,
9198,STATE,0,46,
9260,STATE,1,46,
9285,STATE,2,46,
9335,STATE,3,46,
9413,STATE,0,47,
9461,STATE,1,47,
9498,STATE,2,47,
9557,STATE,3,47,
9587,STATE,0,48,
9657,STATE,1,48,
9703,STATE,2,48,
9735,STATE,3,48,
9816,STATE,0,49,
9862,STATE,1,49,
9913,STATE,2,49,
9956,STATE,3,49,
10006,STATE,0,50,
10046,STATE,1,50,
10087,STATE,2,50,
10136,RAISE,2,1000,10000
10146,STATE,3,50,
10202,STATE,0,51,
10247,STATE,1,51,
10285,STATE,2,51,
10331,STATE,3,51,
10342,CLEAR,2,1000,10000
10398,STATE,0,52,
10465,STATE,1,52,
10485,STATE,2,52,
10569,STATE,3,52,
10596,STATE,0,53,
10659,STATE,1,53,
10700,STATE,2,53,
10755,STATE,3,53,
10816,STATE,0,54,
10850,STATE,1,54,
10919,STATE,2,54,
10944,STATE,3,54,
10988,STATE,0,55,
11036,STATE,1,55,
11118,STATE,2,55,
11142,STATE,3,55,
11187,STATE,0,56,
11261,STATE,1,56,
11282,STATE,2,56,
11368,STATE,3,56,
11415,STATE,0,57,
11462,STATE,1,57,
11517,STATE,2,57,
11551,STATE,3,57,
11610,STATE,0,58,
11641,STATE,1,58,
11692,STATE,2,58,
11756,STATE,3,58,
11805,STATE,0,59,
11864,STATE,1,59,
11893,STATE,2,59,
11947,STATE,3,59,
12002,STATE,0,60,
12046,STATE,1,60,
