time_ms,action,a,b,c
24,STATE,0,0,
102,STATE,1,0,
219,STATE,2,0,
331,STATE,3,0,
474,STATE,0,1,
643,STATE,1,1,
739,STATE,2,1,
920,STATE,3,1,
1019,STATE,0,2,
1087,STATE,1,2,
1243,STATE,2,2,
1353,STATE,3,2,
1495,STATE,0,3,
1619,STATE,1,3,
1748,STATE,2,3,
1891,STATE,3,3,
2009,STATE,0,4,
2077,STATE,1,4,
2208,STATE,2,4,
2333,STATE,3,4,
2456,STATE,0,5,
2622,STATE,1,5,
2707,STATE,2,5,
2852,STATE,3,5,
3034,STATE,0,6,
3165,STATE,1,6,
3270,STATE,2,6,
3343,STATE,3,6,
3514,STATE,0,7,
3621,STATE,1,7,
3770,STATE,2,7,
3910,STATE,3,7,
3977,STATE,0,8,
4076,STATE,1,8,
4288,STATE,2,8,
4340,STATE,3,8,
4527,STATE,0,9,
4608,STATE,1,9,
4744,STATE,2,9,
4843,STATE,3,9,
4978,STATE,0,10,
5100,RAISE,1,2000,8000
5147,STATE,1,10,
5200,RAISE,2,2000,8000
5259,STATE,2,10,
5300,RAISE,3,2000,8000
5368,STATE,3,10,
5400,RAISE,4,2000,8000
5486,STATE,0,11,
5500,RAISE,5,2000,8000
5594,STATE,1,11,
5600,RAISE,6,2000,8000
5700,RAISE,7,2000,8000
5707,STATE,2,11,
5800,RAISE,8,2000,8000
5840,STATE,3,11,
5900,RAISE,9,2000,8000
6000,RAISE,10,2000,8000
6012,STATE,0,12,
6079,STATE,1,12,
6100,RAISE,11,2000,8000
6200,RAISE,12,2000,8000
6224,STATE,2,12,
6300,RAISE,13,2000,8000
6372,STATE,3,12,
6400,RAISE,14,2000,8000
6500,RAISE,15,2000,8000
6538,STATE,0,13,
6600,RAISE,16,2000,8000
6630,STATE,1,13,
6700,RAISE,17,2000,8000
6735,STATE,2,13,
6800,RAISE,18,2000,8000
6828,STATE,3,13,
6900,RAISE,19,2000,8000
7000,RAISE,20,2000,8000
7050,STATE,0,14,
7098,STATE,1,14,
7286,STATE,2,14,
7382,STATE,3,14,
7477,STATE,0,15,
7610,STATE,1,15,
7741,STATE,2,15,
7910,STATE,3,15,
7992,STATE,0,16,
8083,STATE,1,16,
8211,STATE,2,16,
8350,STATE,3,16,
8506,STATE,0,17,
8672,STATE,1,17,
8735,STATE,2,17,
8911,STATE,3,17,
8959,STATE,0,18,
9094,STATE,1,18,
9219,STATE,2,18,
9410,STATE,3,18,
9482,STATE,0,19,
9626,STATE,1,19,
9732,STATE,2,19,
9912,STATE,3,19,
9974,STATE,0,20,
10162,STATE,1,20,
10259,STATE,2,20,
10371,STATE,3,20,
10470,STATE,0,21,
10668,STATE,1,21,
10726,STATE,2,21,
10890,STATE,3,21,
10961,STATE,0,22,
11121,STATE,1,22,
11254,STATE,2,22,
11409,STATE,3,22,
11506,STATE,0,23,
11658,STATE,1,23,
11714,STATE,2,23,
11905,STATE,3,23,
12048,STATE,0,24,
12147,STATE,1,24,
12267,STATE,2,24,
12395,STATE,3,24,
12518,STATE,0,25,
12635,STATE,1,25,
12740,STATE,2,25,
12851,STATE,3,25,
12996,STATE,0,26,
13000,CLEAR,1,2000,8000
13096,STATE,1,26,
13100,CLEAR,2,2000,8000
13200,CLEAR,3,2000,8000
13231,STATE,2,26,
13300,CLEAR,4,2000,8000
13341,STATE,3,26,
13400,CLEAR,5,2000,8000
13474,STATE,0,27,
13500,CLEAR,6,2000,8000
13600,CLEAR,7,2000,8000
13638,STATE,1,27,
13700,CLEAR,8,2000,8000
13712,STATE,2,27,
13800,CLEAR,9,2000,8000
13883,STATE,3,27,
13900,CLEAR,10,2000,8000
14000,CLEAR,11,2000,8000
14010,STATE,0,28,
14100,CLEAR,12,2000,8000
14140,STATE,1,28,
14200,CLEAR,13,2000,8000
14235,STATE,2,28,
14300,CLEAR,14,2000,8000
14394,STATE,3,28,
14400,CLEAR,15,2000,8000
14500,CLEAR,16,2000,8000
14550,STATE,0,29,
14600,CLEAR,17,2000,8000
14614,STATE,1,29,
14700,CLEAR,18,2000,8000
14783,STATE,2,29,
14800,CLEAR,19,2000,8000
14896,STATE,3,29,
14900,CLEAR,20,2000,8000
14991,STATE,0,30,
15098,STATE,1,30,
15222,STATE,2,30,
15365,STATE,3,30,
15480,STATE,0,31,
15663,STATE,1,31,
15701,STATE,2,31,
15863,STATE,3,31,
16031,STATE,0,32,
16142,STATE,1,32,
16201,STATE,2,32,
16411,STATE,3,32,
16501,STATE,0,33,
16662,STATE,1,33,
16781,STATE,2,33,
16863,STATE,3,33,
17004,STATE,0,34,
17075,STATE,1,34,
17250,STATE,2,34,
17419,STATE,3,34,
17476,STATE,0,35,
17585,STATE,1,35,
17778,STATE,2,35,
17857,STATE,3,35,
17958,STATE,0,36,
18083,STATE,1,36,
18258,STATE,2,36,
18355,STATE,3,36,
18505,STATE,0,37,
18579,STATE,1,37,
18783,STATE,2,37,
18880,STATE,3,37,
19009,STATE,0,38,
19148,STATE,1,38,
19272,STATE,2,38,
19351,STATE,3,38,
19488,STATE,0,39,
19619,STATE,1,39,
19705,STATE,2,39,
19883,STATE,3,39,
19977,STATE,0,40,
20143,STATE,1,40,
20243,STATE,2,40,
20363,STATE,3,40,
20464,STATE,0,41,
20664,STATE,1,41,
20730,STATE,2,41,
20921,STATE,3,41,
21033,STATE,0,42,
21131,STATE,1,42,
21234,STATE,2,42,
21330,STATE,3,42,
21529,STATE,0,43,
21590,STATE,1,43,
21760,STATE,2,43,
21856,STATE,3,43,
22037,STATE,0,44,
22161,STATE,1,44,
22284,STATE,2,44,
22331,STATE,3,44,
22492,STATE,0,45,
22665,STATE,1,45,
22725,STATE,2,45,
22899,STATE,3,45,
23035,STATE,0,46,
23153,STATE,1,46,
23270,STATE,2,46,
23368,STATE,3,46,
23484,STATE,0,47,
23674,STATE,1,47,
23775,STATE,2,47,
23919,STATE,3,47,
24000,STATE,0,48,
24152,STATE,1,48,
24268,STATE,2,48,
24381,STATE,3,48,
24550,STATE,0,49,
24633,STATE,1,49,
24740,STATE,2,49,
24881,STATE,3,49,
24998,STATE,0,50,
25156,STATE,1,50,
25242,STATE,2,50,
25410,STATE,3,50,
25479,STATE,0,51,
25592,STATE,1,51,
25702,STATE,2,51,
25831,STATE,3,51,
26004,STATE,0,52,
26162,STATE,1,52,
26217,STATE,2,52,
26359,STATE,3,52,
26459,STATE,0,53,
26597,STATE,1,53,
26736,STATE,2,53,
26895,STATE,3,53,
27001,STATE,0,54,
27100,STATE,1,54,
27244,STATE,2,54,
27415,STATE,3,54,
27545,STATE,0,55,
27669,STATE,1,55,
27786,STATE,2,55,
27851,STATE,3,55,
28035,STATE,0,56,
28145,STATE,1,56,
28246,STATE,2,56,
28329,STATE,3,56,
28503,STATE,0,57,
28632,STATE,1,57,
28751,STATE,2,57,
28923,STATE,3,57,
28950,STATE,0,58,
29092,STATE,1,58,
