time_ms,action,a,b,c
0,STATE,0,0,
275,STATE,1,199,
774,STATE,1,202,
1000,STATE,0,0,
1213,STATE,1,199,
1739,STATE,1,200,
2000,STATE,0,0,
2298,STATE,1,201,
2742,STATE,1,200,
3000,STATE,0,0,
3220,STATE,1,203,
3744,STATE,1,201,
4000,STATE,0,0,
4296,STATE,1,199,
4712,STATE,1,201,
5000,STATE,0,0,
5250,STATE,1,200,
5721,STATE,1,203,
6000,STATE,0,0,
6255,STATE,1,204,
6749,STATE,1,207,
7000,STATE,0,0,
7258,STATE,1,207,
7786,STATE,1,205,
8000,STATE,0,0,
8290,STATE,1,203,
8778,STATE,1,202,
9000,STATE,0,0,
9267,STATE,1,201,
9707,STATE,1,200,
10000,STATE,0,1,
10000,RAISE,1,1000,17000
10279,STATE,1,197,
10745,STATE,1,200,
11000,STATE,0,1,
11292,STATE,1,203,
11786,STATE,1,201,
12000,STATE,0,0,
12000,CLEAR,1,1000,17000
12294,STATE,1,201,
12768,STATE,1,202,
13000,STATE,0,0,
13272,STATE,1,205,
13780,STATE,1,207,
14000,STATE,0,0,
14262,STATE,1,210,
14779,STATE,1,211,
15000,STATE,0,0,
15248,STATE,1,212,
15736,STATE,1,215,
16000,STATE,0,0,
16266,STATE,1,217,
16715,STATE,1,218,
17000,STATE,0,0,
17253,STATE,1,217,
17737,STATE,1,219,
18000,STATE,0,0,
18233,STATE,1,220,
18716,STATE,1,217,
19000,STATE,0,0,
19270,STATE,1,217,
19800,STATE,1,217,
20000,STATE,0,0,
20245,STATE,1,220,
20774,STATE,1,223,
21000,STATE,0,0,
21201,STATE,1,224,
21724,STATE,1,222,
22000,STATE,0,0,
22207,STATE,1,223,
22723,STATE,1,222,
23000,STATE,0,0,
23297,STATE,1,224,
23754,STATE,1,224,
24000,STATE,0,0,
24299,STATE,1,225,
24764,STATE,1,228,
25000,STATE,0,0,
25221,STATE,1,230,
25704,STATE,1,227,
26000,STATE,0,0,
26289,STATE,1,229,
26709,STATE,1,228,
27000,STATE,0,0,
27273,STATE,1,227,
27734,STATE,1,229,
28000,STATE,0,0,
28230,STATE,1,231,
28746,STATE,1,231,
29000,STATE,0,0,
29238,STATE,1,228,
29714,STATE,1,225,
