time_ms,action,a,b,c
0,STATE,0,0,
56,STATE,1,0,
81,STATE,2,0,
148,STATE,3,0,
219,STATE,0,1,
244,STATE,1,1,
307,STATE,2,1,
369,STATE,3,1,
402,STATE,0,2,
441,STATE,1,2,
498,STATE,2,2,
535,STATE,3,2,
590,STATE,0,3,
657,STATE,1,3,
712,STATE,2,3,
755,STATE,3,3,
815,STATE,0,4,
845,STATE,1,4,
884,STATE,2,4,
955,STATE,3,4,
1018,STATE,0,5,
1040,STATE,1,5,
1113,STATE,2,5,
1152,STATE,3,5,
1191,STATE,0,6,
1234,STATE,1,6,
1295,STATE,2,6,
1351,STATE,3,6,
1404,STATE,0,7,
1470,STATE,1,7,
1501,STATE,2,7,
1569,STATE,3,7,
1598,STATE,0,8,
1637,STATE,1,8,
1706,STATE,2,8,
1748,STATE,3,8,
1819,STATE,0,9,
1860,STATE,1,9,
1886,STATE,2,9,
1966,STATE,3,9,
2007,STATE,0,10,
2037,STATE,1,10,
2105,STATE,2,10,
2147,STATE,3,10,
2216,STATE,0,11,
2240,STATE,1,11,
2285,STATE,2,11,
2361,STATE,3,11,
2417,STATE,0,12,
2447,STATE,1,12,
2507,STATE,2,12,
2545,STATE,3,12,
2582,STATE,0,13,
2640,STATE,1,13,
2685,STATE,2,13,
2763,STATE,3,13,
2813,STATE,0,14,
2841,STATE,1,14,
2911,STATE,2,14,
2957,STATE,3,14,
3014,STATE,0,15,
3033,STATE,1,15,
3110,STATE,2,15,
3132,STATE,3,15,
3219,STATE,0,16,
3242,STATE,1,16,
3294,STATE,2,16,
3354,STATE,3,16,
3413,STATE,0,17,
3439,STATE,1,17,
3503,STATE,2,17,
3536,STATE,3,17,
3591,STATE,0,18,
3638,STATE,1,18,
3680,STATE,2,18,
3731,STATE,3,18,
3804,STATE,0,19,
3858,STATE,1,19,
3886,STATE,2,19,
3956,STATE,3,19,
4008,STATE,0,20,
4068,STATE,1,20,
4098,STATE,2,20,
4151,STATE,3,20,
4194,STATE,0,21,
4255,STATE,1,21,
4280,STATE,2,21,
4361,STATE,3,21,
4412,STATE,0,22,
