time_ms,action,a,b,c
9,STATE,0,0,
58,STATE,1,0,
114,STATE,2,0,
163,STATE,3,0,
193,STATE,0,1,
266,STATE,1,1,
291,STATE,2,1,
369,STATE,3,1,
384,STATE,0,2,
464,STATE,1,2,
508,STATE,2,2,
536,STATE,3,2,
618,STATE,0,3,
667,STATE,1,3,
699,STATE,2,3,
754,STATE,3,3,
787,STATE,0,4,
830,STATE,1,4,
918,STATE,2,4,
940,STATE,3,4,
1004,STATE,0,5,
1037,STATE,1,5,
1096,STATE,2,5,
1170,STATE,3,5,
1209,STATE,0,6,
1261,STATE,1,6,
1320,STATE,2,6,
1351,STATE,3,6,
1401,STATE,0,7,
1431,STATE,1,7,
1490,STATE,2,7,
1570,STATE,3,7,
1587,STATE,0,8,
1651,STATE,1,8,
1697,STATE,2,8,
1762,STATE,3,8,
1811,STATE,0,9,
1839,STATE,1,9,
1894,STATE,2,9,
1952,STATE,3,9,
1985,STATE,0,10,
2045,STATE,1,10,
2118,STATE,2,10,
2141,STATE,3,10,
2188,STATE,0,11,
2268,STATE,1,11,
2287,STATE,2,11,
2363,STATE,3,11,
2394,STATE,0,12,
2459,STATE,1,12,
2520,STATE,2,12,
2541,STATE,3,12,
2617,STATE,0,13,
2654,STATE,1,13,
2708,STATE,2,13,
2762,STATE,3,13,
2781,STATE,0,14,
2837,STATE,1,14,
2919,STATE,2,14,
2933,STATE,3,14,
2982,STATE,0,15,
3046,STATE,1,15,
3117,STATE,2,15,
3146,STATE,3,15,
3194,STATE,0,16,
3230,STATE,1,16,
3310,STATE,2,16,
3368,STATE,3,16,
3386,STATE,0,17,
3468,STATE,1,17,
3516,STATE,2,17,
3554,STATE,3,17,
3588,STATE,0,18,
3665,STATE,1,18,
3714,STATE,2,18,
3762,STATE,3,18,
3818,STATE,0,19,
3864,STATE,1,19,
3900,STATE,2,19,
3959,STATE,3,19,
4013,STATE,0,20,
4037,STATE,1,20,
4085,STATE,2,20,
4132,STATE,3,20,
4198,STATE,0,21,
4269,STATE,1,21,
4293,STATE,2,21,
4336,STATE,3,21,
4391,STATE,0,22,
4433,STATE,1,22,
4483,STATE,2,22,
4546,STATE,3,22,
4606,STATE,0,23,
4638,STATE,1,23,
4687,STATE,2,23,
4741,STATE,3,23,
4817,STATE,0,24,
4839,STATE,1,24,
4881,STATE,2,24,
4968,STATE,3,24,
5006,STATE,0,25,
5063,STATE,1,25,
5100,STATE,2,25,
5140,STATE,3,25,
5194,STATE,0,26,
5252,STATE,1,26,
5314,STATE,2,26,
5334,STATE,3,26,
5416,STATE,0,27,
5433,STATE,1,27,
5495,STATE,2,27,
5568,STATE,3,27,
5619,STATE,0,28,
5665,STATE,1,28,
5705,STATE,2,28,
5731,STATE,3,28,
5739,RAISE,3,1000,10000
5795,STATE,0,29,
5846,STATE,1,29,
5889,STATE,2,29,
5933,STATE,3,29,
5985,STATE,0,30,
6045,STATE,1,30,
6101,STATE,2,30,
6164,STATE,3,30,
6203,STATE,0,31,
6246,STATE,1,31,
6291,STATE,2,31,
6321,CLEAR,3,1000,10000
6357,STATE,3,31,
6392,STATE,0,32,
6457,STATE,1,32,
6501,STATE,2,32,
6567,STATE,3,32,
6617,STATE,0,33,
6635,STATE,1,33,
6708,STATE,2,33,
6736,STATE,3,33,
6793,STATE,0,34,
6848,STATE,1,34,
6880,STATE,2,34,
6953,STATE,3,34,
7019,STATE,0,35,
7054,STATE,1,35,
7088,STATE,2,35,
7133,STATE,3,35,
7212,STATE,0,36,
7267,STATE,1,36,
7295,STATE,2,36,
7370,STATE,3,36,
7410,STATE,0,37,
7460,STATE,1,37,
7485,STATE,2,37,
7558,STATE,3,37,
7596,STATE,0,38,
7649,STATE,1,38,
7704,STATE,2,38,
7739,STATE,3,38,
7798,STATE,0,39,
7842,STATE,1,39,
7892,STATE,2,39,
7946,STATE,3,39,
7993,STATE,0,40,
8056,STATE,1,40,
8095,STATE,2,40,
8133,RAISE,4,1000,10000
8137,STATE,3,40,
