time_ms,action,a,b,c
4,STATE,0,0,
20,STATE,1,0,
31,STATE,2,0,
34,STATE,3,0,
51,STATE,4,0,
68,STATE,5,0,
84,STATE,6,0,
90,STATE,7,0,
96,STATE,0,1,
115,STATE,2,1,
116,STATE,1,1,
139,STATE,3,1,
149,STATE,4,1,
170,STATE,5,1,
178,STATE,6,1,
188,STATE,7,1,
192,STATE,0,2,
212,STATE,1,2,
220,STATE,2,2,
231,STATE,3,2,
257,STATE,4,2,
265,STATE,6,2,
268,STATE,5,2,
293,STATE,7,2,
304,STATE,1,3,
309,STATE,0,3,
326,STATE,2,3,
337,STATE,3,3,
357,STATE,4,3,
365,STATE,5,3,
373,STATE,6,3,
383,STATE,7,3,
393,STATE,0,4,
407,STATE,1,4,
431,STATE,2,4,
438,STATE,3,4,
446,STATE,4,4,
457,STATE,5,4,
479,STATE,6,4,
479,STATE,7,4,
510,STATE,0,5,
511,STATE,1,5,
520,STATE,2,5,
534,STATE,3,5,
545,STATE,4,5,
556,STATE,5,5,
577,STATE,7,5,
582,STATE,6,5,
602,STATE,0,6,
615,STATE,1,6,
623,STATE,2,6,
632,STATE,3,6,
651,STATE,4,6,
672,STATE,5,6,
673,STATE,6,6,
680,STATE,7,6,
704,STATE,0,7,
709,STATE,1,7,
728,STATE,2,7,
746,STATE,3,7,
756,STATE,4,7,
767,STATE,5,7,
780,STATE,6,7,
792,STATE,7,7,
800,STATE,0,8,
812,STATE,1,8,
824,STATE,2,8,
837,STATE,3,8,
840,STATE,4,8,
861,STATE,5,8,
865,STATE,6,8,
884,STATE,7,8,
893,STATE,0,9,
919,STATE,1,9,
931,STATE,2,9,
947,STATE,3,9,
948,STATE,4,9,
955,STATE,5,9,
967,STATE,6,9,
990,STATE,7,9,
1005,STATE,0,10,
1007,STATE,1,10,
1027,STATE,3,10,
1030,STATE,2,10,
1051,STATE,4,10,
1060,STATE,5,10,
1079,STATE,6,10,
1092,STATE,0,11,
1095,RAISE,2,400,3000
1096,STATE,7,10,
1116,STATE,1,11,
1123,STATE,2,11,
1131,STATE,3,11,
1135,RAISE,2,400,3000
1156,STATE,4,11,
1162,STATE,5,11,
1185,STATE,6,11,
1193,STATE,7,11,
1194,STATE,0,12,
1222,STATE,1,12,
1232,STATE,2,12,
1237,STATE,3,12,
1260,STATE,4,12,
1261,STATE,5,12,
1266,STATE,6,12,
1279,STATE,7,12,
1297,STATE,0,13,
1311,STATE,1,13,
1327,STATE,2,13,
1347,STATE,3,13,
1348,STATE,4,13,
1355,STATE,5,13,
1375,STATE,6,13,
1384,RAISE,2,400,3000
1388,STATE,7,13,
1408,STATE,0,14,
